Comunidades;Anio;Sexo;Edad;Numero_Condenados
Madrid;2013;Total;Total;27374
Madrid;2019;Total;18_20_anios;3258
Madrid;2018;Total;18_20_anios;3701
Madrid;2017;Total;18_20_anios;4063
Madrid;2016;Total;18_20_anios;3312
Madrid;2015;Total;18_20_anios;2266
Madrid;2014;Total;18_20_anios;2350
Madrid;2013;Total;18_20_anios;2250
Madrid;2019;Total;21_25_anios;5507
Madrid;2018;Total;21_25_anios;5846
Madrid;2017;Total;21_25_anios;5987
Madrid;2016;Total;21_25_anios;5591
Madrid;2015;Total;21_25_anios;4059
Madrid;2014;Total;21_25_anios;4301
Madrid;2013;Total;21_25_anios;4264
Madrid;2019;Total;26_30_anios;5456
Madrid;2018;Total;26_30_anios;5735
Madrid;2017;Total;26_30_anios;5876
Madrid;2016;Total;26_30_anios;5366
Madrid;2015;Total;26_30_anios;4216
Madrid;2014;Total;26_30_anios;4258
Madrid;2013;Total;26_30_anios;4508
Madrid;2019;Total;31_35_anios;5384
Madrid;2018;Total;31_35_anios;5631
Madrid;2017;Total;31_35_anios;5530
Madrid;2016;Total;31_35_anios;5153
Madrid;2015;Total;31_35_anios;4246
Madrid;2014;Total;31_35_anios;4444
Madrid;2013;Total;31_35_anios;4663
Madrid;2019;Total;36_40_anios;5243
Madrid;2018;Total;36_40_anios;5513
Madrid;2017;Total;36_40_anios;5329
Madrid;2016;Total;36_40_anios;4876
Madrid;2015;Total;36_40_anios;3954
Madrid;2014;Total;36_40_anios;3959
Madrid;2013;Total;36_40_anios;3958
Madrid;2019;Total;41_50_anios;8034
Madrid;2018;Total;41_50_anios;8184
Madrid;2017;Total;41_50_anios;7899
Madrid;2016;Total;41_50_anios;6975
Madrid;2015;Total;41_50_anios;5482
Madrid;2014;Total;41_50_anios;5148
Madrid;2013;Total;41_50_anios;5257
Madrid;2019;Total;51_60_anios;3690
Madrid;2018;Total;51_60_anios;3554
Madrid;2017;Total;51_60_anios;3371
Madrid;2016;Total;51_60_anios;2814
Madrid;2015;Total;51_60_anios;2084
Madrid;2014;Total;51_60_anios;1856
Madrid;2013;Total;51_60_anios;1853
Madrid;2019;Total;61_70_anios;1235
Madrid;2018;Total;61_70_anios;1147
Madrid;2017;Total;61_70_anios;1021
Madrid;2016;Total;61_70_anios;833
Madrid;2015;Total;61_70_anios;549
Madrid;2014;Total;61_70_anios;505
Madrid;2013;Total;61_70_anios;505
Madrid;2019;Total;mayor_70_anios;362
Madrid;2018;Total;mayor_70_anios;356
Madrid;2017;Total;mayor_70_anios;332
Madrid;2016;Total;mayor_70_anios;262
Madrid;2015;Total;mayor_70_anios;117
Madrid;2014;Total;mayor_70_anios;139
Madrid;2013;Total;mayor_70_anios;116
Madrid;2019;Hombres;Total;28341
Madrid;2018;Hombres;Total;29338
Madrid;2017;Hombres;Total;28715
Madrid;2016;Hombres;Total;26754
Madrid;2015;Hombres;Total;22813
Madrid;2014;Hombres;Total;23439
Madrid;2013;Hombres;Total;23991
Madrid;2019;Hombres;18_20_anios;2330
Madrid;2018;Hombres;18_20_anios;2566
Madrid;2017;Hombres;18_20_anios;2661
Madrid;2016;Hombres;18_20_anios;2344
Madrid;2015;Hombres;18_20_anios;1923
Madrid;2014;Hombres;18_20_anios;2003
Madrid;2013;Hombres;18_20_anios;1943
Madrid;2019;Hombres;21_25_anios;4094
Madrid;2018;Hombres;21_25_anios;4229
Madrid;2017;Hombres;21_25_anios;4201
Madrid;2016;Hombres;21_25_anios;4151
Madrid;2015;Hombres;21_25_anios;3412
Madrid;2014;Hombres;21_25_anios;3660
Madrid;2013;Hombres;21_25_anios;3648
Madrid;2019;Hombres;26_30_anios;4001
Madrid;2018;Hombres;26_30_anios;4165
Madrid;2017;Hombres;26_30_anios;4263
Madrid;2016;Hombres;26_30_anios;4107
Madrid;2015;Hombres;26_30_anios;3524
Madrid;2014;Hombres;26_30_anios;3668
Madrid;2013;Hombres;26_30_anios;3977
Madrid;2019;Hombres;31_35_anios;4050
Madrid;2018;Hombres;31_35_anios;4282
Madrid;2017;Hombres;31_35_anios;4170
Madrid;2016;Hombres;31_35_anios;3965
Madrid;2015;Hombres;31_35_anios;3640
Madrid;2014;Hombres;31_35_anios;3859
Madrid;2013;Hombres;31_35_anios;4087
Madrid;2019;Hombres;36_40_anios;3981
Madrid;2018;Hombres;36_40_anios;4139
Madrid;2017;Hombres;36_40_anios;4033
Madrid;2016;Hombres;36_40_anios;3789
Madrid;2015;Hombres;36_40_anios;3322
Madrid;2014;Hombres;36_40_anios;3479
Madrid;2013;Hombres;36_40_anios;3477
Madrid;2019;Hombres;41_50_anios;6107
Madrid;2018;Hombres;41_50_anios;6292
Madrid;2017;Hombres;41_50_anios;6024
Madrid;2016;Hombres;41_50_anios;5483
Madrid;2015;Hombres;41_50_anios;4647
Madrid;2014;Hombres;41_50_anios;4552
Madrid;2013;Hombres;41_50_anios;4658
Madrid;2019;Hombres;51_60_anios;2733
Madrid;2018;Hombres;51_60_anios;2608
Madrid;2017;Hombres;51_60_anios;2424
Madrid;2016;Hombres;51_60_anios;2135
Madrid;2015;Hombres;51_60_anios;1780
Madrid;2014;Hombres;51_60_anios;1635
Madrid;2013;Hombres;51_60_anios;1641
Madrid;2019;Hombres;61_70_anios;807
Madrid;2018;Hombres;61_70_anios;804
Madrid;2017;Hombres;61_70_anios;698
Madrid;2016;Hombres;61_70_anios;596
Madrid;2015;Hombres;61_70_anios;472
Madrid;2014;Hombres;61_70_anios;451
Madrid;2013;Hombres;61_70_anios;456
Madrid;2019;Hombres;mayor_70_anios;238
Madrid;2018;Hombres;mayor_70_anios;253
Madrid;2017;Hombres;mayor_70_anios;241
Madrid;2016;Hombres;mayor_70_anios;184
Madrid;2015;Hombres;mayor_70_anios;93
Madrid;2014;Hombres;mayor_70_anios;132
Madrid;2013;Hombres;mayor_70_anios;104
Madrid;2019;Mujeres;Total;9828
Madrid;2018;Mujeres;Total;10329
Madrid;2017;Mujeres;Total;10693
Madrid;2016;Mujeres;Total;8428
Madrid;2015;Mujeres;Total;4160
Madrid;2014;Mujeres;Total;3521
Madrid;2013;Mujeres;Total;3383
Madrid;2019;Mujeres;18_20_anios;928
Madrid;2018;Mujeres;18_20_anios;1135
Madrid;2017;Mujeres;18_20_anios;1402
Madrid;2016;Mujeres;18_20_anios;968
Madrid;2015;Mujeres;18_20_anios;343
Madrid;2014;Mujeres;18_20_anios;347
Madrid;2013;Mujeres;18_20_anios;307
Madrid;2019;Mujeres;21_25_anios;1413
Madrid;2018;Mujeres;21_25_anios;1617
Madrid;2017;Mujeres;21_25_anios;1786
Madrid;2016;Mujeres;21_25_anios;1440
Madrid;2015;Mujeres;21_25_anios;647
Madrid;2014;Mujeres;21_25_anios;641
Madrid;2013;Mujeres;21_25_anios;616
Madrid;2019;Mujeres;26_30_anios;1455
Madrid;2018;Mujeres;26_30_anios;1570
Madrid;2017;Mujeres;26_30_anios;1613
Madrid;2016;Mujeres;26_30_anios;1259
Madrid;2015;Mujeres;26_30_anios;692
Madrid;2014;Mujeres;26_30_anios;590
Madrid;2013;Mujeres;26_30_anios;531
Madrid;2019;Mujeres;31_35_anios;1334
Madrid;2018;Mujeres;31_35_anios;1349
Madrid;2017;Mujeres;31_35_anios;1360
Madrid;2016;Mujeres;31_35_anios;1188
Madrid;2015;Mujeres;31_35_anios;606
Madrid;2014;Mujeres;31_35_anios;585
Madrid;2013;Mujeres;31_35_anios;576
Madrid;2019;Mujeres;36_40_anios;1262
Madrid;2018;Mujeres;36_40_anios;1374
Madrid;2017;Mujeres;36_40_anios;1296
Madrid;2016;Mujeres;36_40_anios;1087
Madrid;2015;Mujeres;36_40_anios;632
Madrid;2014;Mujeres;36_40_anios;480
Madrid;2013;Mujeres;36_40_anios;481
Madrid;2019;Mujeres;41_50_anios;1927
Madrid;2018;Mujeres;41_50_anios;1892
Madrid;2017;Mujeres;41_50_anios;1875
Madrid;2016;Mujeres;41_50_anios;1492
Madrid;2015;Mujeres;41_50_anios;835
Madrid;2014;Mujeres;41_50_anios;596
Madrid;2013;Mujeres;41_50_anios;599
Madrid;2019;Mujeres;51_60_anios;957
Madrid;2018;Mujeres;51_60_anios;946
Madrid;2017;Mujeres;51_60_anios;947
Madrid;2016;Mujeres;51_60_anios;679
Madrid;2015;Mujeres;51_60_anios;304
Madrid;2014;Mujeres;51_60_anios;221
Madrid;2013;Mujeres;51_60_anios;212
Madrid;2019;Mujeres;61_70_anios;428
Madrid;2018;Mujeres;61_70_anios;343
Madrid;2017;Mujeres;61_70_anios;323
Madrid;2016;Mujeres;61_70_anios;237
Madrid;2015;Mujeres;61_70_anios;77
Madrid;2014;Mujeres;61_70_anios;54
Madrid;2013;Mujeres;61_70_anios;49
Madrid;2019;Mujeres;mayor_70_anios;124
Madrid;2018;Mujeres;mayor_70_anios;103
Madrid;2017;Mujeres;mayor_70_anios;91
Madrid;2016;Mujeres;mayor_70_anios;78
Madrid;2015;Mujeres;mayor_70_anios;24
Madrid;2014;Mujeres;mayor_70_anios;7
Madrid;2013;Mujeres;mayor_70_anios;12
Murcia;2019;Total;Total;9648
Murcia;2018;Total;Total;9579
Murcia;2017;Total;Total;9594
Murcia;2016;Total;Total;9812
Murcia;2015;Total;Total;8057
Murcia;2014;Total;Total;7827
Murcia;2013;Total;Total;8101
Murcia;2019;Total;18_20_anios;777
Murcia;2018;Total;18_20_anios;799
Murcia;2017;Total;18_20_anios;778
Murcia;2016;Total;18_20_anios;849
Murcia;2015;Total;18_20_anios;689
Murcia;2014;Total;18_20_anios;641
Murcia;2013;Total;18_20_anios;641
Murcia;2019;Total;21_25_anios;1309
Murcia;2018;Total;21_25_anios;1353
Murcia;2017;Total;21_25_anios;1356
Murcia;2016;Total;21_25_anios;1448
Murcia;2015;Total;21_25_anios;1190
Murcia;2014;Total;21_25_anios;1108
Murcia;2013;Total;21_25_anios;1226
Murcia;2019;Total;26_30_anios;1357
Murcia;2018;Total;26_30_anios;1324
Murcia;2017;Total;26_30_anios;1356
Murcia;2016;Total;26_30_anios;1455
Murcia;2015;Total;26_30_anios;1163
Murcia;2014;Total;26_30_anios;1250
Murcia;2013;Total;26_30_anios;1273
Murcia;2019;Total;31_35_anios;1394
Murcia;2018;Total;31_35_anios;1463
Murcia;2017;Total;31_35_anios;1478
Murcia;2016;Total;31_35_anios;1499
Murcia;2015;Total;31_35_anios;1309
Murcia;2014;Total;31_35_anios;1359
Murcia;2013;Total;31_35_anios;1538
Murcia;2019;Total;36_40_anios;1446
Murcia;2018;Total;36_40_anios;1420
Murcia;2017;Total;36_40_anios;1432
Murcia;2016;Total;36_40_anios;1431
Murcia;2015;Total;36_40_anios;1242
Murcia;2014;Total;36_40_anios;1246
Murcia;2013;Total;36_40_anios;1160
Murcia;2019;Total;41_50_anios;2109
Murcia;2018;Total;41_50_anios;2021
Murcia;2017;Total;41_50_anios;2030
Murcia;2016;Total;41_50_anios;2030
Murcia;2015;Total;41_50_anios;1637
Murcia;2014;Total;41_50_anios;1511
Murcia;2013;Total;41_50_anios;1557
Murcia;2019;Total;51_60_anios;899
Murcia;2018;Total;51_60_anios;848
Murcia;2017;Total;51_60_anios;850
Murcia;2016;Total;51_60_anios;746
Murcia;2015;Total;51_60_anios;597
Murcia;2014;Total;51_60_anios;537
Murcia;2013;Total;51_60_anios;529
Murcia;2019;Total;61_70_anios;285
Murcia;2018;Total;61_70_anios;265
Murcia;2017;Total;61_70_anios;255
Murcia;2016;Total;61_70_anios;267
Murcia;2015;Total;61_70_anios;189
Murcia;2014;Total;61_70_anios;151
Murcia;2013;Total;61_70_anios;144
Murcia;2019;Total;mayor_70_anios;72
Murcia;2018;Total;mayor_70_anios;86
Murcia;2017;Total;mayor_70_anios;59
Murcia;2016;Total;mayor_70_anios;87
Murcia;2015;Total;mayor_70_anios;41
Murcia;2014;Total;mayor_70_anios;24
Murcia;2013;Total;mayor_70_anios;33
Murcia;2019;Hombres;Total;8027
Murcia;2018;Hombres;Total;8054
Murcia;2017;Hombres;Total;7989
Murcia;2016;Hombres;Total;8162
Murcia;2015;Hombres;Total;7067
Murcia;2014;Hombres;Total;6974
Murcia;2013;Hombres;Total;7278
Murcia;2019;Hombres;18_20_anios;645
Murcia;2018;Hombres;18_20_anios;665
Murcia;2017;Hombres;18_20_anios;634
Murcia;2016;Hombres;18_20_anios;686
Murcia;2015;Hombres;18_20_anios;593
Murcia;2014;Hombres;18_20_anios;574
Murcia;2013;Hombres;18_20_anios;567
Murcia;2019;Hombres;21_25_anios;1066
Murcia;2018;Hombres;21_25_anios;1128
Murcia;2017;Hombres;21_25_anios;1101
Murcia;2016;Hombres;21_25_anios;1171
Murcia;2015;Hombres;21_25_anios;997
Murcia;2014;Hombres;21_25_anios;972
Murcia;2013;Hombres;21_25_anios;1077
Murcia;2019;Hombres;26_30_anios;1106
Murcia;2018;Hombres;26_30_anios;1089
Murcia;2017;Hombres;26_30_anios;1124
Murcia;2016;Hombres;26_30_anios;1181
Murcia;2015;Hombres;26_30_anios;1012
Murcia;2014;Hombres;26_30_anios;1099
Murcia;2013;Hombres;26_30_anios;1147
Murcia;2019;Hombres;31_35_anios;1149
Murcia;2018;Hombres;31_35_anios;1219
Murcia;2017;Hombres;31_35_anios;1202
Murcia;2016;Hombres;31_35_anios;1253
Murcia;2015;Hombres;31_35_anios;1147
Murcia;2014;Hombres;31_35_anios;1227
Murcia;2013;Hombres;31_35_anios;1388
Murcia;2019;Hombres;36_40_anios;1223
Murcia;2018;Hombres;36_40_anios;1215
Murcia;2017;Hombres;36_40_anios;1213
Murcia;2016;Hombres;36_40_anios;1213
Murcia;2015;Hombres;36_40_anios;1103
Murcia;2014;Hombres;36_40_anios;1101
Murcia;2013;Hombres;36_40_anios;1035
Murcia;2019;Hombres;41_50_anios;1773
Murcia;2018;Hombres;41_50_anios;1701
Murcia;2017;Hombres;41_50_anios;1732
Murcia;2016;Hombres;41_50_anios;1732
Murcia;2015;Hombres;41_50_anios;1459
Murcia;2014;Hombres;41_50_anios;1344
Murcia;2013;Hombres;41_50_anios;1411
Murcia;2019;Hombres;51_60_anios;758
Murcia;2018;Hombres;51_60_anios;732
Murcia;2017;Hombres;51_60_anios;714
Murcia;2016;Hombres;51_60_anios;627
Murcia;2015;Hombres;51_60_anios;541
Murcia;2014;Hombres;51_60_anios;503
Murcia;2013;Hombres;51_60_anios;490
Murcia;2019;Hombres;61_70_anios;244
Murcia;2018;Hombres;61_70_anios;229
Murcia;2017;Hombres;61_70_anios;219
Murcia;2016;Hombres;61_70_anios;227
Murcia;2015;Hombres;61_70_anios;178
Murcia;2014;Hombres;61_70_anios;132
Murcia;2013;Hombres;61_70_anios;134
Murcia;2019;Hombres;mayor_70_anios;63
Murcia;2018;Hombres;mayor_70_anios;76
Murcia;2017;Hombres;mayor_70_anios;50
Murcia;2016;Hombres;mayor_70_anios;72
Murcia;2015;Hombres;mayor_70_anios;37
Murcia;2014;Hombres;mayor_70_anios;22
Murcia;2013;Hombres;mayor_70_anios;29
Murcia;2019;Mujeres;Total;1621
Murcia;2018;Mujeres;Total;1525
Murcia;2017;Mujeres;Total;1605
Murcia;2016;Mujeres;Total;1650
Murcia;2015;Mujeres;Total;990
Murcia;2014;Mujeres;Total;853
Murcia;2013;Mujeres;Total;823
Murcia;2019;Mujeres;18_20_anios;132
Murcia;2018;Mujeres;18_20_anios;134
Murcia;2017;Mujeres;18_20_anios;144
Murcia;2016;Mujeres;18_20_anios;163
Murcia;2015;Mujeres;18_20_anios;96
Murcia;2014;Mujeres;18_20_anios;67
Murcia;2013;Mujeres;18_20_anios;74
Murcia;2019;Mujeres;21_25_anios;243
Murcia;2018;Mujeres;21_25_anios;225
Murcia;2017;Mujeres;21_25_anios;255
Murcia;2016;Mujeres;21_25_anios;277
Murcia;2015;Mujeres;21_25_anios;193
Murcia;2014;Mujeres;21_25_anios;136
Murcia;2013;Mujeres;21_25_anios;149
Murcia;2019;Mujeres;26_30_anios;251
Murcia;2018;Mujeres;26_30_anios;235
Murcia;2017;Mujeres;26_30_anios;232
Murcia;2016;Mujeres;26_30_anios;274
Murcia;2015;Mujeres;26_30_anios;151
Murcia;2014;Mujeres;26_30_anios;151
Murcia;2013;Mujeres;26_30_anios;126
Murcia;2019;Mujeres;31_35_anios;245
Murcia;2018;Mujeres;31_35_anios;244
Murcia;2017;Mujeres;31_35_anios;276
Murcia;2016;Mujeres;31_35_anios;246
Murcia;2015;Mujeres;31_35_anios;162
Murcia;2014;Mujeres;31_35_anios;132
Murcia;2013;Mujeres;31_35_anios;150
Murcia;2019;Mujeres;36_40_anios;223
Murcia;2018;Mujeres;36_40_anios;205
Murcia;2017;Mujeres;36_40_anios;219
Murcia;2016;Mujeres;36_40_anios;218
Murcia;2015;Mujeres;36_40_anios;139
Murcia;2014;Mujeres;36_40_anios;145
Murcia;2013;Mujeres;36_40_anios;125
Murcia;2019;Mujeres;41_50_anios;336
Murcia;2018;Mujeres;41_50_anios;320
Murcia;2017;Mujeres;41_50_anios;298
Murcia;2016;Mujeres;41_50_anios;298
Murcia;2015;Mujeres;41_50_anios;178
Murcia;2014;Mujeres;41_50_anios;167
Murcia;2013;Mujeres;41_50_anios;146
Murcia;2019;Mujeres;51_60_anios;141
Murcia;2018;Mujeres;51_60_anios;116
Murcia;2017;Mujeres;51_60_anios;136
Murcia;2016;Mujeres;51_60_anios;119
Murcia;2015;Mujeres;51_60_anios;56
Murcia;2014;Mujeres;51_60_anios;34
Murcia;2013;Mujeres;51_60_anios;39
Murcia;2019;Mujeres;61_70_anios;41
Murcia;2018;Mujeres;61_70_anios;36
Murcia;2017;Mujeres;61_70_anios;36
Murcia;2016;Mujeres;61_70_anios;40
Murcia;2015;Mujeres;61_70_anios;11
Murcia;2014;Mujeres;61_70_anios;19
Murcia;2013;Mujeres;61_70_anios;10
Murcia;2019;Mujeres;mayor_70_anios;9
Murcia;2018;Mujeres;mayor_70_anios;10
Murcia;2017;Mujeres;mayor_70_anios;9
Murcia;2016;Mujeres;mayor_70_anios;15
Murcia;2015;Mujeres;mayor_70_anios;4
Murcia;2014;Mujeres;mayor_70_anios;2
Murcia;2013;Mujeres;mayor_70_anios;4
Navarra;2019;Total;Total;3583
Navarra;2018;Total;Total;3442
Navarra;2017;Total;Total;3396
Navarra;2016;Total;Total;3145
Navarra;2015;Total;Total;2772
Navarra;2014;Total;Total;2754
Navarra;2013;Total;Total;2840
Navarra;2019;Total;18_20_anios;315
Navarra;2018;Total;18_20_anios;303
Navarra;2017;Total;18_20_anios;324
Navarra;2016;Total;18_20_anios;298
Navarra;2015;Total;18_20_anios;241
Navarra;2014;Total;18_20_anios;236
Navarra;2013;Total;18_20_anios;254
Navarra;2019;Total;21_25_anios;516
Navarra;2018;Total;21_25_anios;563
Navarra;2017;Total;21_25_anios;543
Navarra;2016;Total;21_25_anios;473
Navarra;2015;Total;21_25_anios;438
Navarra;2014;Total;21_25_anios;447
Navarra;2013;Total;21_25_anios;443
Navarra;2019;Total;26_30_anios;503
Navarra;2018;Total;26_30_anios;446
Navarra;2017;Total;26_30_anios;448
Navarra;2016;Total;26_30_anios;419
Navarra;2015;Total;26_30_anios;409
Navarra;2014;Total;26_30_anios;403
Navarra;2013;Total;26_30_anios;434
Navarra;2019;Total;31_35_anios;468
Navarra;2018;Total;31_35_anios;459
Navarra;2017;Total;31_35_anios;459
Navarra;2016;Total;31_35_anios;465
Navarra;2015;Total;31_35_anios;451
Navarra;2014;Total;31_35_anios;408
Navarra;2013;Total;31_35_anios;452
Navarra;2019;Total;36_40_anios;538
Navarra;2018;Total;36_40_anios;489
Navarra;2017;Total;36_40_anios;473
Navarra;2016;Total;36_40_anios;443
Navarra;2015;Total;36_40_anios;405
Navarra;2014;Total;36_40_anios;423
Navarra;2013;Total;36_40_anios;399
Navarra;2019;Total;41_50_anios;783
Navarra;2018;Total;41_50_anios;730
Navarra;2017;Total;41_50_anios;676
Navarra;2016;Total;41_50_anios;618
Navarra;2015;Total;41_50_anios;525
Navarra;2014;Total;41_50_anios;548
Navarra;2013;Total;41_50_anios;557
Navarra;2019;Total;51_60_anios;311
Navarra;2018;Total;51_60_anios;317
Navarra;2017;Total;51_60_anios;335
Navarra;2016;Total;51_60_anios;304
Navarra;2015;Total;51_60_anios;237
Navarra;2014;Total;51_60_anios;205
Navarra;2013;Total;51_60_anios;229
Navarra;2019;Total;61_70_anios;110
Navarra;2018;Total;61_70_anios;104
Navarra;2017;Total;61_70_anios;106
Navarra;2016;Total;61_70_anios;90
Navarra;2015;Total;61_70_anios;50
Navarra;2014;Total;61_70_anios;68
Navarra;2013;Total;61_70_anios;58
Navarra;2019;Total;mayor_70_anios;39
Navarra;2018;Total;mayor_70_anios;31
Navarra;2017;Total;mayor_70_anios;32
Navarra;2016;Total;mayor_70_anios;35
Navarra;2015;Total;mayor_70_anios;16
Navarra;2014;Total;mayor_70_anios;16
Navarra;2013;Total;mayor_70_anios;14
Navarra;2019;Hombres;Total;2943
Navarra;2018;Hombres;Total;2802
Navarra;2017;Hombres;Total;2757
Navarra;2016;Hombres;Total;2560
Navarra;2015;Hombres;Total;2403
Navarra;2014;Hombres;Total;2373
Navarra;2013;Hombres;Total;2560
Navarra;2019;Hombres;18_20_anios;253
Navarra;2018;Hombres;18_20_anios;248
Navarra;2017;Hombres;18_20_anios;262
Navarra;2016;Hombres;18_20_anios;246
Navarra;2015;Hombres;18_20_anios;213
Navarra;2014;Hombres;18_20_anios;204
Navarra;2013;Hombres;18_20_anios;231
Navarra;2019;Hombres;21_25_anios;434
Navarra;2018;Hombres;21_25_anios;467
Navarra;2017;Hombres;21_25_anios;438
Navarra;2016;Hombres;21_25_anios;385
Navarra;2015;Hombres;21_25_anios;376
Navarra;2014;Hombres;21_25_anios;394
Navarra;2013;Hombres;21_25_anios;394
Navarra;2019;Hombres;26_30_anios;418
Navarra;2018;Hombres;26_30_anios;363
Navarra;2017;Hombres;26_30_anios;361
Navarra;2016;Hombres;26_30_anios;337
Navarra;2015;Hombres;26_30_anios;356
Navarra;2014;Hombres;26_30_anios;342
Navarra;2013;Hombres;26_30_anios;389
Navarra;2019;Hombres;31_35_anios;385
Navarra;2018;Hombres;31_35_anios;374
Navarra;2017;Hombres;31_35_anios;370
Navarra;2016;Hombres;31_35_anios;372
Navarra;2015;Hombres;31_35_anios;393
Navarra;2014;Hombres;31_35_anios;347
Navarra;2013;Hombres;31_35_anios;411
Navarra;2019;Hombres;36_40_anios;441
Navarra;2018;Hombres;36_40_anios;394
Navarra;2017;Hombres;36_40_anios;377
Navarra;2016;Hombres;36_40_anios;363
Navarra;2015;Hombres;36_40_anios;349
Navarra;2014;Hombres;36_40_anios;364
Navarra;2013;Hombres;36_40_anios;358
Navarra;2019;Hombres;41_50_anios;645
Navarra;2018;Hombres;41_50_anios;596
Navarra;2017;Hombres;41_50_anios;561
Navarra;2016;Hombres;41_50_anios;500
Navarra;2015;Hombres;41_50_anios;446
Navarra;2014;Hombres;41_50_anios;467
Navarra;2013;Hombres;41_50_anios;506
Navarra;2019;Hombres;51_60_anios;255
Navarra;2018;Hombres;51_60_anios;261
Navarra;2017;Hombres;51_60_anios;273
Navarra;2016;Hombres;51_60_anios;257
Navarra;2015;Hombres;51_60_anios;208
Navarra;2014;Hombres;51_60_anios;176
Navarra;2013;Hombres;51_60_anios;203
Navarra;2019;Hombres;61_70_anios;80
Navarra;2018;Hombres;61_70_anios;78
Navarra;2017;Hombres;61_70_anios;90
Navarra;2016;Hombres;61_70_anios;73
Navarra;2015;Hombres;61_70_anios;47
Navarra;2014;Hombres;61_70_anios;65
Navarra;2013;Hombres;61_70_anios;55
Navarra;2019;Hombres;mayor_70_anios;32
Navarra;2018;Hombres;mayor_70_anios;21
Navarra;2017;Hombres;mayor_70_anios;25
Navarra;2016;Hombres;mayor_70_anios;27
Navarra;2015;Hombres;mayor_70_anios;15
Navarra;2014;Hombres;mayor_70_anios;14
Navarra;2013;Hombres;mayor_70_anios;13
Navarra;2019;Mujeres;Total;640
Navarra;2018;Mujeres;Total;640
Navarra;2017;Mujeres;Total;639
Navarra;2016;Mujeres;Total;585
Navarra;2015;Mujeres;Total;369
Navarra;2014;Mujeres;Total;381
Navarra;2013;Mujeres;Total;280
Navarra;2019;Mujeres;18_20_anios;62
Navarra;2018;Mujeres;18_20_anios;55
Navarra;2017;Mujeres;18_20_anios;62
Navarra;2016;Mujeres;18_20_anios;52
Navarra;2015;Mujeres;18_20_anios;28
Navarra;2014;Mujeres;18_20_anios;32
Navarra;2013;Mujeres;18_20_anios;23
Navarra;2019;Mujeres;21_25_anios;82
Navarra;2018;Mujeres;21_25_anios;96
Navarra;2017;Mujeres;21_25_anios;105
Navarra;2016;Mujeres;21_25_anios;88
Navarra;2015;Mujeres;21_25_anios;62
Navarra;2014;Mujeres;21_25_anios;53
Navarra;2013;Mujeres;21_25_anios;49
Navarra;2019;Mujeres;26_30_anios;85
Navarra;2018;Mujeres;26_30_anios;83
Navarra;2017;Mujeres;26_30_anios;87
Navarra;2016;Mujeres;26_30_anios;82
Navarra;2015;Mujeres;26_30_anios;53
Navarra;2014;Mujeres;26_30_anios;61
Navarra;2013;Mujeres;26_30_anios;45
Navarra;2019;Mujeres;31_35_anios;83
Navarra;2018;Mujeres;31_35_anios;85
Navarra;2017;Mujeres;31_35_anios;89
Navarra;2016;Mujeres;31_35_anios;93
Navarra;2015;Mujeres;31_35_anios;58
Navarra;2014;Mujeres;31_35_anios;61
Navarra;2013;Mujeres;31_35_anios;41
Navarra;2019;Mujeres;36_40_anios;97
Navarra;2018;Mujeres;36_40_anios;95
Navarra;2017;Mujeres;36_40_anios;96
Navarra;2016;Mujeres;36_40_anios;80
Navarra;2015;Mujeres;36_40_anios;56
Navarra;2014;Mujeres;36_40_anios;59
Navarra;2013;Mujeres;36_40_anios;41
Navarra;2019;Mujeres;41_50_anios;138
Navarra;2018;Mujeres;41_50_anios;134
Navarra;2017;Mujeres;41_50_anios;115
Navarra;2016;Mujeres;41_50_anios;118
Navarra;2015;Mujeres;41_50_anios;79
Navarra;2014;Mujeres;41_50_anios;81
Navarra;2013;Mujeres;41_50_anios;51
Navarra;2019;Mujeres;51_60_anios;56
Navarra;2018;Mujeres;51_60_anios;56
Navarra;2017;Mujeres;51_60_anios;62
Navarra;2016;Mujeres;51_60_anios;47
Navarra;2015;Mujeres;51_60_anios;29
Navarra;2014;Mujeres;51_60_anios;29
Navarra;2013;Mujeres;51_60_anios;26
Navarra;2019;Mujeres;61_70_anios;30
Navarra;2018;Mujeres;61_70_anios;26
Navarra;2017;Mujeres;61_70_anios;16
Navarra;2016;Mujeres;61_70_anios;17
Navarra;2015;Mujeres;61_70_anios;3
Navarra;2014;Mujeres;61_70_anios;3
Navarra;2013;Mujeres;61_70_anios;3
Navarra;2019;Mujeres;mayor_70_anios;7
Navarra;2018;Mujeres;mayor_70_anios;10
Navarra;2017;Mujeres;mayor_70_anios;7
Navarra;2016;Mujeres;mayor_70_anios;8
Navarra;2015;Mujeres;mayor_70_anios;1
Navarra;2014;Mujeres;mayor_70_anios;2
Navarra;2013;Mujeres;mayor_70_anios;1
Pais_vasco;2019;Total;Total;12116
Pais_vasco;2018;Total;Total;11946
Pais_vasco;2017;Total;Total;11572
Pais_vasco;2016;Total;Total;11208
Pais_vasco;2015;Total;Total;7943
Pais_vasco;2014;Total;Total;8041
Pais_vasco;2013;Total;Total;8511
Pais_vasco;2019;Total;18_20_anios;1090
Pais_vasco;2018;Total;18_20_anios;1113
Pais_vasco;2017;Total;18_20_anios;1065
Pais_vasco;2016;Total;18_20_anios;966
Pais_vasco;2015;Total;18_20_anios;634
Pais_vasco;2014;Total;18_20_anios;635
Pais_vasco;2013;Total;18_20_anios;687
