Comunidades;Anio;Sexo;Edad;Numero_Condenados
Ceuta_Melilla;2013;Mujeres;26_30_anios;42
Ceuta_Melilla;2019;Mujeres;31_35_anios;53
Ceuta_Melilla;2018;Mujeres;31_35_anios;54
Ceuta_Melilla;2017;Mujeres;31_35_anios;41
Ceuta_Melilla;2016;Mujeres;31_35_anios;37
Ceuta_Melilla;2015;Mujeres;31_35_anios;40
Ceuta_Melilla;2014;Mujeres;31_35_anios;27
Ceuta_Melilla;2013;Mujeres;31_35_anios;33
Ceuta_Melilla;2019;Mujeres;36_40_anios;46
Ceuta_Melilla;2018;Mujeres;36_40_anios;44
Ceuta_Melilla;2017;Mujeres;36_40_anios;29
Ceuta_Melilla;2016;Mujeres;36_40_anios;29
Ceuta_Melilla;2015;Mujeres;36_40_anios;24
Ceuta_Melilla;2014;Mujeres;36_40_anios;29
Ceuta_Melilla;2013;Mujeres;36_40_anios;17
Ceuta_Melilla;2019;Mujeres;41_50_anios;55
Ceuta_Melilla;2018;Mujeres;41_50_anios;43
Ceuta_Melilla;2017;Mujeres;41_50_anios;54
Ceuta_Melilla;2016;Mujeres;41_50_anios;36
Ceuta_Melilla;2015;Mujeres;41_50_anios;37
Ceuta_Melilla;2014;Mujeres;41_50_anios;32
Ceuta_Melilla;2013;Mujeres;41_50_anios;30
Ceuta_Melilla;2019;Mujeres;51_60_anios;14
Ceuta_Melilla;2018;Mujeres;51_60_anios;21
Ceuta_Melilla;2017;Mujeres;51_60_anios;25
Ceuta_Melilla;2016;Mujeres;51_60_anios;13
Ceuta_Melilla;2015;Mujeres;51_60_anios;19
Ceuta_Melilla;2014;Mujeres;51_60_anios;17
Ceuta_Melilla;2013;Mujeres;51_60_anios;6
Ceuta_Melilla;2019;Mujeres;61_70_anios;7
Ceuta_Melilla;2018;Mujeres;61_70_anios;3
Ceuta_Melilla;2017;Mujeres;61_70_anios;1
Ceuta_Melilla;2016;Mujeres;61_70_anios;4
Ceuta_Melilla;2015;Mujeres;61_70_anios;3
Ceuta_Melilla;2014;Mujeres;61_70_anios;2
Ceuta_Melilla;2013;Mujeres;61_70_anios;3
Ceuta_Melilla;2019;Mujeres;mayor_70_anios;3
Ceuta_Melilla;2018;Mujeres;mayor_70_anios;1
Ceuta_Melilla;2017;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2016;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2015;Mujeres;mayor_70_anios;1
Ceuta_Melilla;2014;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2013;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2019;Total;Total;1483
Ceuta_Melilla;2018;Total;Total;1477
Ceuta_Melilla;2017;Total;Total;1450
Ceuta_Melilla;2016;Total;Total;1175
Ceuta_Melilla;2015;Total;Total;1280
Ceuta_Melilla;2014;Total;Total;1229
Ceuta_Melilla;2013;Total;Total;1248
Ceuta_Melilla;2019;Total;18_20_anios;235
Ceuta_Melilla;2018;Total;18_20_anios;205
Ceuta_Melilla;2017;Total;18_20_anios;203
Ceuta_Melilla;2016;Total;18_20_anios;149
Ceuta_Melilla;2015;Total;18_20_anios;182
Ceuta_Melilla;2014;Total;18_20_anios;185
Ceuta_Melilla;2013;Total;18_20_anios;201
Ceuta_Melilla;2019;Total;21_25_anios;343
Ceuta_Melilla;2018;Total;21_25_anios;359
Ceuta_Melilla;2017;Total;21_25_anios;357
Ceuta_Melilla;2016;Total;21_25_anios;244
Ceuta_Melilla;2015;Total;21_25_anios;333
Ceuta_Melilla;2014;Total;21_25_anios;309
Ceuta_Melilla;2013;Total;21_25_anios;303
Ceuta_Melilla;2019;Total;26_30_anios;262
Ceuta_Melilla;2018;Total;26_30_anios;301
Ceuta_Melilla;2017;Total;26_30_anios;291
Ceuta_Melilla;2016;Total;26_30_anios;258
Ceuta_Melilla;2015;Total;26_30_anios;261
Ceuta_Melilla;2014;Total;26_30_anios;261
Ceuta_Melilla;2013;Total;26_30_anios;251
Ceuta_Melilla;2019;Total;31_35_anios;209
Ceuta_Melilla;2018;Total;31_35_anios;207
Ceuta_Melilla;2017;Total;31_35_anios;209
Ceuta_Melilla;2016;Total;31_35_anios;173
Ceuta_Melilla;2015;Total;31_35_anios;189
Ceuta_Melilla;2014;Total;31_35_anios;182
Ceuta_Melilla;2013;Total;31_35_anios;167
Ceuta_Melilla;2019;Total;36_40_anios;165
Ceuta_Melilla;2018;Total;36_40_anios;145
Ceuta_Melilla;2017;Total;36_40_anios;144
Ceuta_Melilla;2016;Total;36_40_anios;127
Ceuta_Melilla;2015;Total;36_40_anios;121
Ceuta_Melilla;2014;Total;36_40_anios;88
Ceuta_Melilla;2013;Total;36_40_anios;123
Ceuta_Melilla;2019;Total;41_50_anios;170
Ceuta_Melilla;2018;Total;41_50_anios;148
Ceuta_Melilla;2017;Total;41_50_anios;168
Ceuta_Melilla;2016;Total;41_50_anios;148
Ceuta_Melilla;2015;Total;41_50_anios;127
Ceuta_Melilla;2014;Total;41_50_anios;122
Ceuta_Melilla;2013;Total;41_50_anios;140
Ceuta_Melilla;2019;Total;51_60_anios;76
Ceuta_Melilla;2018;Total;51_60_anios;86
Ceuta_Melilla;2017;Total;51_60_anios;62
Ceuta_Melilla;2016;Total;51_60_anios;56
Ceuta_Melilla;2015;Total;51_60_anios;49
Ceuta_Melilla;2014;Total;51_60_anios;67
Ceuta_Melilla;2013;Total;51_60_anios;55
Ceuta_Melilla;2019;Total;61_70_anios;18
Ceuta_Melilla;2018;Total;61_70_anios;23
Ceuta_Melilla;2017;Total;61_70_anios;14
Ceuta_Melilla;2016;Total;61_70_anios;16
Ceuta_Melilla;2015;Total;61_70_anios;13
Ceuta_Melilla;2014;Total;61_70_anios;15
Ceuta_Melilla;2013;Total;61_70_anios;8
Ceuta_Melilla;2019;Total;mayor_70_anios;5
Ceuta_Melilla;2018;Total;mayor_70_anios;3
Ceuta_Melilla;2017;Total;mayor_70_anios;2
Ceuta_Melilla;2016;Total;mayor_70_anios;4
Ceuta_Melilla;2015;Total;mayor_70_anios;5
Ceuta_Melilla;2014;Total;mayor_70_anios;0
Ceuta_Melilla;2013;Total;mayor_70_anios;0
Ceuta_Melilla;2019;Hombres;Total;1263
Ceuta_Melilla;2018;Hombres;Total;1298
Ceuta_Melilla;2017;Hombres;Total;1274
Ceuta_Melilla;2016;Hombres;Total;1052
Ceuta_Melilla;2015;Hombres;Total;1152
Ceuta_Melilla;2014;Hombres;Total;1108
Ceuta_Melilla;2013;Hombres;Total;1140
Ceuta_Melilla;2019;Hombres;18_20_anios;205
Ceuta_Melilla;2018;Hombres;18_20_anios;189
Ceuta_Melilla;2017;Hombres;18_20_anios;185
Ceuta_Melilla;2016;Hombres;18_20_anios;141
Ceuta_Melilla;2015;Hombres;18_20_anios;165
Ceuta_Melilla;2014;Hombres;18_20_anios;160
Ceuta_Melilla;2013;Hombres;18_20_anios;183
Ceuta_Melilla;2019;Hombres;21_25_anios;303
Ceuta_Melilla;2018;Hombres;21_25_anios;310
Ceuta_Melilla;2017;Hombres;21_25_anios;317
Ceuta_Melilla;2016;Hombres;21_25_anios;216
Ceuta_Melilla;2015;Hombres;21_25_anios;302
Ceuta_Melilla;2014;Hombres;21_25_anios;277
Ceuta_Melilla;2013;Hombres;21_25_anios;277
Ceuta_Melilla;2019;Hombres;26_30_anios;218
Ceuta_Melilla;2018;Hombres;26_30_anios;264
Ceuta_Melilla;2017;Hombres;26_30_anios;258
Ceuta_Melilla;2016;Hombres;26_30_anios;225
Ceuta_Melilla;2015;Hombres;26_30_anios;234
Ceuta_Melilla;2014;Hombres;26_30_anios;238
Ceuta_Melilla;2013;Hombres;26_30_anios;233
Ceuta_Melilla;2019;Hombres;31_35_anios;178
Ceuta_Melilla;2018;Hombres;31_35_anios;175
Ceuta_Melilla;2017;Hombres;31_35_anios;179
Ceuta_Melilla;2016;Hombres;31_35_anios;154
Ceuta_Melilla;2015;Hombres;31_35_anios;166
Ceuta_Melilla;2014;Hombres;31_35_anios;162
Ceuta_Melilla;2013;Hombres;31_35_anios;150
Ceuta_Melilla;2019;Hombres;36_40_anios;136
Ceuta_Melilla;2018;Hombres;36_40_anios;127
Ceuta_Melilla;2017;Hombres;36_40_anios;121
Ceuta_Melilla;2016;Hombres;36_40_anios;119
Ceuta_Melilla;2015;Hombres;36_40_anios;109
Ceuta_Melilla;2014;Hombres;36_40_anios;79
Ceuta_Melilla;2013;Hombres;36_40_anios;108
Ceuta_Melilla;2019;Hombres;41_50_anios;139
Ceuta_Melilla;2018;Hombres;41_50_anios;134
Ceuta_Melilla;2017;Hombres;41_50_anios;142
Ceuta_Melilla;2016;Hombres;41_50_anios;126
Ceuta_Melilla;2015;Hombres;41_50_anios;117
Ceuta_Melilla;2014;Hombres;41_50_anios;113
Ceuta_Melilla;2013;Hombres;41_50_anios;131
Ceuta_Melilla;2019;Hombres;51_60_anios;63
Ceuta_Melilla;2018;Hombres;51_60_anios;74
Ceuta_Melilla;2017;Hombres;51_60_anios;56
Ceuta_Melilla;2016;Hombres;51_60_anios;51
Ceuta_Melilla;2015;Hombres;51_60_anios;44
Ceuta_Melilla;2014;Hombres;51_60_anios;64
Ceuta_Melilla;2013;Hombres;51_60_anios;50
Ceuta_Melilla;2019;Hombres;61_70_anios;18
Ceuta_Melilla;2018;Hombres;61_70_anios;22
Ceuta_Melilla;2017;Hombres;61_70_anios;14
Ceuta_Melilla;2016;Hombres;61_70_anios;16
Ceuta_Melilla;2015;Hombres;61_70_anios;12
Ceuta_Melilla;2014;Hombres;61_70_anios;15
Ceuta_Melilla;2013;Hombres;61_70_anios;8
Ceuta_Melilla;2019;Hombres;mayor_70_anios;3
Ceuta_Melilla;2018;Hombres;mayor_70_anios;3
Ceuta_Melilla;2017;Hombres;mayor_70_anios;2
Ceuta_Melilla;2016;Hombres;mayor_70_anios;4
Ceuta_Melilla;2015;Hombres;mayor_70_anios;3
Ceuta_Melilla;2014;Hombres;mayor_70_anios;0
Ceuta_Melilla;2013;Hombres;mayor_70_anios;0
Ceuta_Melilla;2019;Mujeres;Total;220
Ceuta_Melilla;2018;Mujeres;Total;179
Ceuta_Melilla;2017;Mujeres;Total;176
Ceuta_Melilla;2016;Mujeres;Total;123
Ceuta_Melilla;2015;Mujeres;Total;128
Ceuta_Melilla;2014;Mujeres;Total;121
Ceuta_Melilla;2013;Mujeres;Total;108
Ceuta_Melilla;2019;Mujeres;18_20_anios;30
Ceuta_Melilla;2018;Mujeres;18_20_anios;16
Ceuta_Melilla;2017;Mujeres;18_20_anios;18
Ceuta_Melilla;2016;Mujeres;18_20_anios;8
Ceuta_Melilla;2015;Mujeres;18_20_anios;17
Ceuta_Melilla;2014;Mujeres;18_20_anios;25
Ceuta_Melilla;2013;Mujeres;18_20_anios;18
Ceuta_Melilla;2019;Mujeres;21_25_anios;40
Ceuta_Melilla;2018;Mujeres;21_25_anios;49
Ceuta_Melilla;2017;Mujeres;21_25_anios;40
Ceuta_Melilla;2016;Mujeres;21_25_anios;28
Ceuta_Melilla;2015;Mujeres;21_25_anios;31
Ceuta_Melilla;2014;Mujeres;21_25_anios;32
Ceuta_Melilla;2013;Mujeres;21_25_anios;26
Ceuta_Melilla;2019;Mujeres;26_30_anios;44
Ceuta_Melilla;2018;Mujeres;26_30_anios;37
Ceuta_Melilla;2017;Mujeres;26_30_anios;33
Ceuta_Melilla;2016;Mujeres;26_30_anios;33
Ceuta_Melilla;2015;Mujeres;26_30_anios;27
Ceuta_Melilla;2014;Mujeres;26_30_anios;23
Ceuta_Melilla;2013;Mujeres;26_30_anios;18
Ceuta_Melilla;2019;Mujeres;31_35_anios;31
Ceuta_Melilla;2018;Mujeres;31_35_anios;32
Ceuta_Melilla;2017;Mujeres;31_35_anios;30
Ceuta_Melilla;2016;Mujeres;31_35_anios;19
Ceuta_Melilla;2015;Mujeres;31_35_anios;23
Ceuta_Melilla;2014;Mujeres;31_35_anios;20
Ceuta_Melilla;2013;Mujeres;31_35_anios;17
Ceuta_Melilla;2019;Mujeres;36_40_anios;29
Ceuta_Melilla;2018;Mujeres;36_40_anios;18
Ceuta_Melilla;2017;Mujeres;36_40_anios;23
Ceuta_Melilla;2016;Mujeres;36_40_anios;8
Ceuta_Melilla;2015;Mujeres;36_40_anios;12
Ceuta_Melilla;2014;Mujeres;36_40_anios;9
Ceuta_Melilla;2013;Mujeres;36_40_anios;15
Ceuta_Melilla;2019;Mujeres;41_50_anios;31
Ceuta_Melilla;2018;Mujeres;41_50_anios;14
Ceuta_Melilla;2017;Mujeres;41_50_anios;26
Ceuta_Melilla;2016;Mujeres;41_50_anios;22
Ceuta_Melilla;2015;Mujeres;41_50_anios;10
Ceuta_Melilla;2014;Mujeres;41_50_anios;9
Ceuta_Melilla;2013;Mujeres;41_50_anios;9
Ceuta_Melilla;2019;Mujeres;51_60_anios;13
Ceuta_Melilla;2018;Mujeres;51_60_anios;12
Ceuta_Melilla;2017;Mujeres;51_60_anios;6
Ceuta_Melilla;2016;Mujeres;51_60_anios;5
Ceuta_Melilla;2015;Mujeres;51_60_anios;5
Ceuta_Melilla;2014;Mujeres;51_60_anios;3
Ceuta_Melilla;2013;Mujeres;51_60_anios;5
Ceuta_Melilla;2019;Mujeres;61_70_anios;0
Ceuta_Melilla;2018;Mujeres;61_70_anios;1
Ceuta_Melilla;2017;Mujeres;61_70_anios;0
Ceuta_Melilla;2016;Mujeres;61_70_anios;0
Ceuta_Melilla;2015;Mujeres;61_70_anios;1
Ceuta_Melilla;2014;Mujeres;61_70_anios;0
Ceuta_Melilla;2013;Mujeres;61_70_anios;0
Ceuta_Melilla;2019;Mujeres;mayor_70_anios;2
Ceuta_Melilla;2018;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2017;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2016;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2015;Mujeres;mayor_70_anios;2
Ceuta_Melilla;2014;Mujeres;mayor_70_anios;0
Ceuta_Melilla;2013;Mujeres;mayor_70_anios;0
