Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
17 Rioja, La;Hombres;De 18 a 20 años;2016;126
17 Rioja, La;Hombres;De 18 a 20 años;2015;109
17 Rioja, La;Hombres;De 18 a 20 años;2014;112
17 Rioja, La;Hombres;De 18 a 20 años;2013;105
17 Rioja, La;Hombres;De 21 a 25 años;2019;195
17 Rioja, La;Hombres;De 21 a 25 años;2018;203
17 Rioja, La;Hombres;De 21 a 25 años;2017;205
17 Rioja, La;Hombres;De 21 a 25 años;2016;245
17 Rioja, La;Hombres;De 21 a 25 años;2015;177
17 Rioja, La;Hombres;De 21 a 25 años;2014;184
17 Rioja, La;Hombres;De 21 a 25 años;2013;179
17 Rioja, La;Hombres;De 26 a 30 años;2019;179
17 Rioja, La;Hombres;De 26 a 30 años;2018;244
17 Rioja, La;Hombres;De 26 a 30 años;2017;176
17 Rioja, La;Hombres;De 26 a 30 años;2016;198
17 Rioja, La;Hombres;De 26 a 30 años;2015;205
17 Rioja, La;Hombres;De 26 a 30 años;2014;188
17 Rioja, La;Hombres;De 26 a 30 años;2013;173
17 Rioja, La;Hombres;De 31 a 35 años;2019;194
17 Rioja, La;Hombres;De 31 a 35 años;2018;207
17 Rioja, La;Hombres;De 31 a 35 años;2017;169
17 Rioja, La;Hombres;De 31 a 35 años;2016;209
17 Rioja, La;Hombres;De 31 a 35 años;2015;202
17 Rioja, La;Hombres;De 31 a 35 años;2014;235
17 Rioja, La;Hombres;De 31 a 35 años;2013;170
17 Rioja, La;Hombres;De 36 a 40 años;2019;214
17 Rioja, La;Hombres;De 36 a 40 años;2018;213
17 Rioja, La;Hombres;De 36 a 40 años;2017;227
17 Rioja, La;Hombres;De 36 a 40 años;2016;210
17 Rioja, La;Hombres;De 36 a 40 años;2015;193
17 Rioja, La;Hombres;De 36 a 40 años;2014;170
17 Rioja, La;Hombres;De 36 a 40 años;2013;178
17 Rioja, La;Hombres;De 41 a 50 años;2019;338
17 Rioja, La;Hombres;De 41 a 50 años;2018;354
17 Rioja, La;Hombres;De 41 a 50 años;2017;344
17 Rioja, La;Hombres;De 41 a 50 años;2016;344
17 Rioja, La;Hombres;De 41 a 50 años;2015;240
17 Rioja, La;Hombres;De 41 a 50 años;2014;278
17 Rioja, La;Hombres;De 41 a 50 años;2013;272
17 Rioja, La;Hombres;De 51 a 60 años;2019;179
17 Rioja, La;Hombres;De 51 a 60 años;2018;167
17 Rioja, La;Hombres;De 51 a 60 años;2017;149
17 Rioja, La;Hombres;De 51 a 60 años;2016;146
17 Rioja, La;Hombres;De 51 a 60 años;2015;118
17 Rioja, La;Hombres;De 51 a 60 años;2014;107
17 Rioja, La;Hombres;De 51 a 60 años;2013;82
17 Rioja, La;Hombres;De 61 a 70 años;2019;55
17 Rioja, La;Hombres;De 61 a 70 años;2018;60
17 Rioja, La;Hombres;De 61 a 70 años;2017;48
17 Rioja, La;Hombres;De 61 a 70 años;2016;49
17 Rioja, La;Hombres;De 61 a 70 años;2015;28
17 Rioja, La;Hombres;De 61 a 70 años;2014;37
17 Rioja, La;Hombres;De 61 a 70 años;2013;23
17 Rioja, La;Hombres;71 y más años;2019;18
17 Rioja, La;Hombres;71 y más años;2018;14
17 Rioja, La;Hombres;71 y más años;2017;18
17 Rioja, La;Hombres;71 y más años;2016;18
17 Rioja, La;Hombres;71 y más años;2015;10
17 Rioja, La;Hombres;71 y más años;2014;8
17 Rioja, La;Hombres;71 y más años;2013;5
17 Rioja, La;Mujeres;Total ;2019;361
17 Rioja, La;Mujeres;Total ;2018;388
17 Rioja, La;Mujeres;Total ;2017;411
17 Rioja, La;Mujeres;Total ;2016;397
17 Rioja, La;Mujeres;Total ;2015;250
17 Rioja, La;Mujeres;Total ;2014;189
17 Rioja, La;Mujeres;Total ;2013;151
17 Rioja, La;Mujeres;De 18 a 20 años;2019;36
17 Rioja, La;Mujeres;De 18 a 20 años;2018;42
17 Rioja, La;Mujeres;De 18 a 20 años;2017;30
17 Rioja, La;Mujeres;De 18 a 20 años;2016;34
17 Rioja, La;Mujeres;De 18 a 20 años;2015;23
17 Rioja, La;Mujeres;De 18 a 20 años;2014;20
17 Rioja, La;Mujeres;De 18 a 20 años;2013;16
17 Rioja, La;Mujeres;De 21 a 25 años;2019;56
17 Rioja, La;Mujeres;De 21 a 25 años;2018;59
17 Rioja, La;Mujeres;De 21 a 25 años;2017;51
17 Rioja, La;Mujeres;De 21 a 25 años;2016;60
17 Rioja, La;Mujeres;De 21 a 25 años;2015;42
17 Rioja, La;Mujeres;De 21 a 25 años;2014;30
17 Rioja, La;Mujeres;De 21 a 25 años;2013;32
17 Rioja, La;Mujeres;De 26 a 30 años;2019;60
17 Rioja, La;Mujeres;De 26 a 30 años;2018;52
17 Rioja, La;Mujeres;De 26 a 30 años;2017;60
17 Rioja, La;Mujeres;De 26 a 30 años;2016;65
17 Rioja, La;Mujeres;De 26 a 30 años;2015;41
17 Rioja, La;Mujeres;De 26 a 30 años;2014;32
17 Rioja, La;Mujeres;De 26 a 30 años;2013;20
17 Rioja, La;Mujeres;De 31 a 35 años;2019;39
17 Rioja, La;Mujeres;De 31 a 35 años;2018;60
17 Rioja, La;Mujeres;De 31 a 35 años;2017;54
17 Rioja, La;Mujeres;De 31 a 35 años;2016;55
17 Rioja, La;Mujeres;De 31 a 35 años;2015;40
17 Rioja, La;Mujeres;De 31 a 35 años;2014;33
17 Rioja, La;Mujeres;De 31 a 35 años;2013;24
17 Rioja, La;Mujeres;De 36 a 40 años;2019;49
17 Rioja, La;Mujeres;De 36 a 40 años;2018;56
17 Rioja, La;Mujeres;De 36 a 40 años;2017;57
17 Rioja, La;Mujeres;De 36 a 40 años;2016;53
17 Rioja, La;Mujeres;De 36 a 40 años;2015;39
17 Rioja, La;Mujeres;De 36 a 40 años;2014;29
17 Rioja, La;Mujeres;De 36 a 40 años;2013;16
17 Rioja, La;Mujeres;De 41 a 50 años;2019;82
17 Rioja, La;Mujeres;De 41 a 50 años;2018;73
17 Rioja, La;Mujeres;De 41 a 50 años;2017;98
17 Rioja, La;Mujeres;De 41 a 50 años;2016;85
17 Rioja, La;Mujeres;De 41 a 50 años;2015;37
17 Rioja, La;Mujeres;De 41 a 50 años;2014;30
17 Rioja, La;Mujeres;De 41 a 50 años;2013;34
17 Rioja, La;Mujeres;De 51 a 60 años;2019;28
17 Rioja, La;Mujeres;De 51 a 60 años;2018;29
17 Rioja, La;Mujeres;De 51 a 60 años;2017;38
17 Rioja, La;Mujeres;De 51 a 60 años;2016;34
17 Rioja, La;Mujeres;De 51 a 60 años;2015;21
17 Rioja, La;Mujeres;De 51 a 60 años;2014;10
17 Rioja, La;Mujeres;De 51 a 60 años;2013;6
17 Rioja, La;Mujeres;De 61 a 70 años;2019;7
17 Rioja, La;Mujeres;De 61 a 70 años;2018;14
17 Rioja, La;Mujeres;De 61 a 70 años;2017;20
17 Rioja, La;Mujeres;De 61 a 70 años;2016;8
17 Rioja, La;Mujeres;De 61 a 70 años;2015;4
17 Rioja, La;Mujeres;De 61 a 70 años;2014;4
17 Rioja, La;Mujeres;De 61 a 70 años;2013;3
17 Rioja, La;Mujeres;71 y más años;2019;4
17 Rioja, La;Mujeres;71 y más años;2018;3
17 Rioja, La;Mujeres;71 y más años;2017;3
17 Rioja, La;Mujeres;71 y más años;2016;3
17 Rioja, La;Mujeres;71 y más años;2015;3
17 Rioja, La;Mujeres;71 y más años;2014;1
17 Rioja, La;Mujeres;71 y más años;2013;0
18 Ceuta;Total;Total ;2019;1.620
18 Ceuta;Total;Total ;2018;1.708
18 Ceuta;Total;Total ;2017;1.636
18 Ceuta;Total;Total ;2016;1.478
18 Ceuta;Total;Total ;2015;1.561
18 Ceuta;Total;Total ;2014;1.705
18 Ceuta;Total;Total ;2013;1.803
18 Ceuta;Total;De 18 a 20 años;2019;166
18 Ceuta;Total;De 18 a 20 años;2018;243
18 Ceuta;Total;De 18 a 20 años;2017;210
18 Ceuta;Total;De 18 a 20 años;2016;189
18 Ceuta;Total;De 18 a 20 años;2015;182
18 Ceuta;Total;De 18 a 20 años;2014;185
18 Ceuta;Total;De 18 a 20 años;2013;194
18 Ceuta;Total;De 21 a 25 años;2019;349
18 Ceuta;Total;De 21 a 25 años;2018;330
18 Ceuta;Total;De 21 a 25 años;2017;321
18 Ceuta;Total;De 21 a 25 años;2016;307
18 Ceuta;Total;De 21 a 25 años;2015;313
18 Ceuta;Total;De 21 a 25 años;2014;320
18 Ceuta;Total;De 21 a 25 años;2013;331
18 Ceuta;Total;De 26 a 30 años;2019;288
18 Ceuta;Total;De 26 a 30 años;2018;312
18 Ceuta;Total;De 26 a 30 años;2017;297
18 Ceuta;Total;De 26 a 30 años;2016;275
18 Ceuta;Total;De 26 a 30 años;2015;284
18 Ceuta;Total;De 26 a 30 años;2014;344
18 Ceuta;Total;De 26 a 30 años;2013;351
18 Ceuta;Total;De 31 a 35 años;2019;240
18 Ceuta;Total;De 31 a 35 años;2018;250
18 Ceuta;Total;De 31 a 35 años;2017;235
18 Ceuta;Total;De 31 a 35 años;2016;207
18 Ceuta;Total;De 31 a 35 años;2015;240
18 Ceuta;Total;De 31 a 35 años;2014;269
18 Ceuta;Total;De 31 a 35 años;2013;326
18 Ceuta;Total;De 36 a 40 años;2019;190
18 Ceuta;Total;De 36 a 40 años;2018;191
18 Ceuta;Total;De 36 a 40 años;2017;175
18 Ceuta;Total;De 36 a 40 años;2016;146
18 Ceuta;Total;De 36 a 40 años;2015;190
18 Ceuta;Total;De 36 a 40 años;2014;212
18 Ceuta;Total;De 36 a 40 años;2013;215
18 Ceuta;Total;De 41 a 50 años;2019;243
18 Ceuta;Total;De 41 a 50 años;2018;245
18 Ceuta;Total;De 41 a 50 años;2017;245
18 Ceuta;Total;De 41 a 50 años;2016;228
18 Ceuta;Total;De 41 a 50 años;2015;211
18 Ceuta;Total;De 41 a 50 años;2014;237
18 Ceuta;Total;De 41 a 50 años;2013;268
18 Ceuta;Total;De 51 a 60 años;2019;112
18 Ceuta;Total;De 51 a 60 años;2018;103
18 Ceuta;Total;De 51 a 60 años;2017;128
18 Ceuta;Total;De 51 a 60 años;2016;94
18 Ceuta;Total;De 51 a 60 años;2015;99
18 Ceuta;Total;De 51 a 60 años;2014;113
18 Ceuta;Total;De 51 a 60 años;2013;92
18 Ceuta;Total;De 61 a 70 años;2019;28
18 Ceuta;Total;De 61 a 70 años;2018;27
18 Ceuta;Total;De 61 a 70 años;2017;24
18 Ceuta;Total;De 61 a 70 años;2016;28
18 Ceuta;Total;De 61 a 70 años;2015;38
18 Ceuta;Total;De 61 a 70 años;2014;21
18 Ceuta;Total;De 61 a 70 años;2013;23
18 Ceuta;Total;71 y más años;2019;4
18 Ceuta;Total;71 y más años;2018;7
18 Ceuta;Total;71 y más años;2017;1
18 Ceuta;Total;71 y más años;2016;4
18 Ceuta;Total;71 y más años;2015;4
18 Ceuta;Total;71 y más años;2014;4
18 Ceuta;Total;71 y más años;2013;3
18 Ceuta;Hombres;Total ;2019;1.297
18 Ceuta;Hombres;Total ;2018;1.381
18 Ceuta;Hombres;Total ;2017;1.347
18 Ceuta;Hombres;Total ;2016;1.215
18 Ceuta;Hombres;Total ;2015;1.326
18 Ceuta;Hombres;Total ;2014;1.484
18 Ceuta;Hombres;Total ;2013;1.582
18 Ceuta;Hombres;De 18 a 20 años;2019;149
18 Ceuta;Hombres;De 18 a 20 años;2018;205
18 Ceuta;Hombres;De 18 a 20 años;2017;172
18 Ceuta;Hombres;De 18 a 20 años;2016;167
18 Ceuta;Hombres;De 18 a 20 años;2015;168
18 Ceuta;Hombres;De 18 a 20 años;2014;162
18 Ceuta;Hombres;De 18 a 20 años;2013;158
18 Ceuta;Hombres;De 21 a 25 años;2019;271
18 Ceuta;Hombres;De 21 a 25 años;2018;272
18 Ceuta;Hombres;De 21 a 25 años;2017;266
18 Ceuta;Hombres;De 21 a 25 años;2016;246
18 Ceuta;Hombres;De 21 a 25 años;2015;270
18 Ceuta;Hombres;De 21 a 25 años;2014;277
18 Ceuta;Hombres;De 21 a 25 años;2013;277
18 Ceuta;Hombres;De 26 a 30 años;2019;238
18 Ceuta;Hombres;De 26 a 30 años;2018;247
18 Ceuta;Hombres;De 26 a 30 años;2017;251
18 Ceuta;Hombres;De 26 a 30 años;2016;214
18 Ceuta;Hombres;De 26 a 30 años;2015;230
18 Ceuta;Hombres;De 26 a 30 años;2014;296
18 Ceuta;Hombres;De 26 a 30 años;2013;309
18 Ceuta;Hombres;De 31 a 35 años;2019;187
18 Ceuta;Hombres;De 31 a 35 años;2018;196
18 Ceuta;Hombres;De 31 a 35 años;2017;194
18 Ceuta;Hombres;De 31 a 35 años;2016;170
18 Ceuta;Hombres;De 31 a 35 años;2015;200
18 Ceuta;Hombres;De 31 a 35 años;2014;242
18 Ceuta;Hombres;De 31 a 35 años;2013;293
18 Ceuta;Hombres;De 36 a 40 años;2019;144
18 Ceuta;Hombres;De 36 a 40 años;2018;147
18 Ceuta;Hombres;De 36 a 40 años;2017;146
18 Ceuta;Hombres;De 36 a 40 años;2016;117
18 Ceuta;Hombres;De 36 a 40 años;2015;166
18 Ceuta;Hombres;De 36 a 40 años;2014;183
18 Ceuta;Hombres;De 36 a 40 años;2013;198
18 Ceuta;Hombres;De 41 a 50 años;2019;188
18 Ceuta;Hombres;De 41 a 50 años;2018;202
18 Ceuta;Hombres;De 41 a 50 años;2017;191
18 Ceuta;Hombres;De 41 a 50 años;2016;192
18 Ceuta;Hombres;De 41 a 50 años;2015;174
18 Ceuta;Hombres;De 41 a 50 años;2014;205
18 Ceuta;Hombres;De 41 a 50 años;2013;238
18 Ceuta;Hombres;De 51 a 60 años;2019;98
18 Ceuta;Hombres;De 51 a 60 años;2018;82
18 Ceuta;Hombres;De 51 a 60 años;2017;103
18 Ceuta;Hombres;De 51 a 60 años;2016;81
18 Ceuta;Hombres;De 51 a 60 años;2015;80
18 Ceuta;Hombres;De 51 a 60 años;2014;96
18 Ceuta;Hombres;De 51 a 60 años;2013;86
18 Ceuta;Hombres;De 61 a 70 años;2019;21
18 Ceuta;Hombres;De 61 a 70 años;2018;24
18 Ceuta;Hombres;De 61 a 70 años;2017;23
18 Ceuta;Hombres;De 61 a 70 años;2016;24
18 Ceuta;Hombres;De 61 a 70 años;2015;35
18 Ceuta;Hombres;De 61 a 70 años;2014;19
18 Ceuta;Hombres;De 61 a 70 años;2013;20
18 Ceuta;Hombres;71 y más años;2019;1
18 Ceuta;Hombres;71 y más años;2018;6
18 Ceuta;Hombres;71 y más años;2017;1
18 Ceuta;Hombres;71 y más años;2016;4
18 Ceuta;Hombres;71 y más años;2015;3
18 Ceuta;Hombres;71 y más años;2014;4
18 Ceuta;Hombres;71 y más años;2013;3
18 Ceuta;Mujeres;Total ;2019;323
18 Ceuta;Mujeres;Total ;2018;327
18 Ceuta;Mujeres;Total ;2017;289
18 Ceuta;Mujeres;Total ;2016;263
18 Ceuta;Mujeres;Total ;2015;235
18 Ceuta;Mujeres;Total ;2014;221
18 Ceuta;Mujeres;Total ;2013;221
18 Ceuta;Mujeres;De 18 a 20 años;2019;17
18 Ceuta;Mujeres;De 18 a 20 años;2018;38
18 Ceuta;Mujeres;De 18 a 20 años;2017;38
18 Ceuta;Mujeres;De 18 a 20 años;2016;22
18 Ceuta;Mujeres;De 18 a 20 años;2015;14
18 Ceuta;Mujeres;De 18 a 20 años;2014;23
18 Ceuta;Mujeres;De 18 a 20 años;2013;36
18 Ceuta;Mujeres;De 21 a 25 años;2019;78
18 Ceuta;Mujeres;De 21 a 25 años;2018;58
18 Ceuta;Mujeres;De 21 a 25 años;2017;55
18 Ceuta;Mujeres;De 21 a 25 años;2016;61
18 Ceuta;Mujeres;De 21 a 25 años;2015;43
18 Ceuta;Mujeres;De 21 a 25 años;2014;43
18 Ceuta;Mujeres;De 21 a 25 años;2013;54
18 Ceuta;Mujeres;De 26 a 30 años;2019;50
18 Ceuta;Mujeres;De 26 a 30 años;2018;65
18 Ceuta;Mujeres;De 26 a 30 años;2017;46
18 Ceuta;Mujeres;De 26 a 30 años;2016;61
18 Ceuta;Mujeres;De 26 a 30 años;2015;54
18 Ceuta;Mujeres;De 26 a 30 años;2014;48
18 Ceuta;Mujeres;De 26 a 30 años;2013;42
18 Ceuta;Mujeres;De 31 a 35 años;2019;53
18 Ceuta;Mujeres;De 31 a 35 años;2018;54
18 Ceuta;Mujeres;De 31 a 35 años;2017;41
18 Ceuta;Mujeres;De 31 a 35 años;2016;37
18 Ceuta;Mujeres;De 31 a 35 años;2015;40
18 Ceuta;Mujeres;De 31 a 35 años;2014;27
18 Ceuta;Mujeres;De 31 a 35 años;2013;33
18 Ceuta;Mujeres;De 36 a 40 años;2019;46
18 Ceuta;Mujeres;De 36 a 40 años;2018;44
18 Ceuta;Mujeres;De 36 a 40 años;2017;29
18 Ceuta;Mujeres;De 36 a 40 años;2016;29
18 Ceuta;Mujeres;De 36 a 40 años;2015;24
18 Ceuta;Mujeres;De 36 a 40 años;2014;29
18 Ceuta;Mujeres;De 36 a 40 años;2013;17
18 Ceuta;Mujeres;De 41 a 50 años;2019;55
18 Ceuta;Mujeres;De 41 a 50 años;2018;43
18 Ceuta;Mujeres;De 41 a 50 años;2017;54
18 Ceuta;Mujeres;De 41 a 50 años;2016;36
18 Ceuta;Mujeres;De 41 a 50 años;2015;37
18 Ceuta;Mujeres;De 41 a 50 años;2014;32
18 Ceuta;Mujeres;De 41 a 50 años;2013;30
18 Ceuta;Mujeres;De 51 a 60 años;2019;14
18 Ceuta;Mujeres;De 51 a 60 años;2018;21
18 Ceuta;Mujeres;De 51 a 60 años;2017;25
18 Ceuta;Mujeres;De 51 a 60 años;2016;13
18 Ceuta;Mujeres;De 51 a 60 años;2015;19
18 Ceuta;Mujeres;De 51 a 60 años;2014;17
18 Ceuta;Mujeres;De 51 a 60 años;2013;6
18 Ceuta;Mujeres;De 61 a 70 años;2019;7
18 Ceuta;Mujeres;De 61 a 70 años;2018;3
18 Ceuta;Mujeres;De 61 a 70 años;2017;1
18 Ceuta;Mujeres;De 61 a 70 años;2016;4
18 Ceuta;Mujeres;De 61 a 70 años;2015;3
18 Ceuta;Mujeres;De 61 a 70 años;2014;2
18 Ceuta;Mujeres;De 61 a 70 años;2013;3
18 Ceuta;Mujeres;71 y más años;2019;3
18 Ceuta;Mujeres;71 y más años;2018;1
18 Ceuta;Mujeres;71 y más años;2017;0
18 Ceuta;Mujeres;71 y más años;2016;0
18 Ceuta;Mujeres;71 y más años;2015;1
18 Ceuta;Mujeres;71 y más años;2014;0
18 Ceuta;Mujeres;71 y más años;2013;0
19 Melilla;Total;Total ;2019;1.483
19 Melilla;Total;Total ;2018;1.477
19 Melilla;Total;Total ;2017;1.450
19 Melilla;Total;Total ;2016;1.175
19 Melilla;Total;Total ;2015;1.280
19 Melilla;Total;Total ;2014;1.229
19 Melilla;Total;Total ;2013;1.248
19 Melilla;Total;De 18 a 20 años;2019;235
19 Melilla;Total;De 18 a 20 años;2018;205
19 Melilla;Total;De 18 a 20 años;2017;203
19 Melilla;Total;De 18 a 20 años;2016;149
19 Melilla;Total;De 18 a 20 años;2015;182
19 Melilla;Total;De 18 a 20 años;2014;185
19 Melilla;Total;De 18 a 20 años;2013;201
19 Melilla;Total;De 21 a 25 años;2019;343
19 Melilla;Total;De 21 a 25 años;2018;359
19 Melilla;Total;De 21 a 25 años;2017;357
19 Melilla;Total;De 21 a 25 años;2016;244
19 Melilla;Total;De 21 a 25 años;2015;333
19 Melilla;Total;De 21 a 25 años;2014;309
19 Melilla;Total;De 21 a 25 años;2013;303
19 Melilla;Total;De 26 a 30 años;2019;262
19 Melilla;Total;De 26 a 30 años;2018;301
19 Melilla;Total;De 26 a 30 años;2017;291
19 Melilla;Total;De 26 a 30 años;2016;258
19 Melilla;Total;De 26 a 30 años;2015;261
19 Melilla;Total;De 26 a 30 años;2014;261
19 Melilla;Total;De 26 a 30 años;2013;251
19 Melilla;Total;De 31 a 35 años;2019;209
19 Melilla;Total;De 31 a 35 años;2018;207
19 Melilla;Total;De 31 a 35 años;2017;209
19 Melilla;Total;De 31 a 35 años;2016;173
19 Melilla;Total;De 31 a 35 años;2015;189
19 Melilla;Total;De 31 a 35 años;2014;182
19 Melilla;Total;De 31 a 35 años;2013;167
19 Melilla;Total;De 36 a 40 años;2019;165
19 Melilla;Total;De 36 a 40 años;2018;145
19 Melilla;Total;De 36 a 40 años;2017;144
19 Melilla;Total;De 36 a 40 años;2016;127
19 Melilla;Total;De 36 a 40 años;2015;121
19 Melilla;Total;De 36 a 40 años;2014;88
19 Melilla;Total;De 36 a 40 años;2013;123
19 Melilla;Total;De 41 a 50 años;2019;170
19 Melilla;Total;De 41 a 50 años;2018;148
19 Melilla;Total;De 41 a 50 años;2017;168
19 Melilla;Total;De 41 a 50 años;2016;148
19 Melilla;Total;De 41 a 50 años;2015;127
19 Melilla;Total;De 41 a 50 años;2014;122
19 Melilla;Total;De 41 a 50 años;2013;140
19 Melilla;Total;De 51 a 60 años;2019;76
19 Melilla;Total;De 51 a 60 años;2018;86
19 Melilla;Total;De 51 a 60 años;2017;62
19 Melilla;Total;De 51 a 60 años;2016;56
19 Melilla;Total;De 51 a 60 años;2015;49
19 Melilla;Total;De 51 a 60 años;2014;67
19 Melilla;Total;De 51 a 60 años;2013;55
19 Melilla;Total;De 61 a 70 años;2019;18
19 Melilla;Total;De 61 a 70 años;2018;23
19 Melilla;Total;De 61 a 70 años;2017;14
19 Melilla;Total;De 61 a 70 años;2016;16
19 Melilla;Total;De 61 a 70 años;2015;13
19 Melilla;Total;De 61 a 70 años;2014;15
19 Melilla;Total;De 61 a 70 años;2013;8
19 Melilla;Total;71 y más años;2019;5
19 Melilla;Total;71 y más años;2018;3
19 Melilla;Total;71 y más años;2017;2
19 Melilla;Total;71 y más años;2016;4
19 Melilla;Total;71 y más años;2015;5
19 Melilla;Total;71 y más años;2014;0
19 Melilla;Total;71 y más años;2013;0
19 Melilla;Hombres;Total ;2019;1.263
19 Melilla;Hombres;Total ;2018;1.298
19 Melilla;Hombres;Total ;2017;1.274
19 Melilla;Hombres;Total ;2016;1.052
19 Melilla;Hombres;Total ;2015;1.152
19 Melilla;Hombres;Total ;2014;1.108
19 Melilla;Hombres;Total ;2013;1.140
19 Melilla;Hombres;De 18 a 20 años;2019;205
19 Melilla;Hombres;De 18 a 20 años;2018;189
19 Melilla;Hombres;De 18 a 20 años;2017;185
19 Melilla;Hombres;De 18 a 20 años;2016;141
19 Melilla;Hombres;De 18 a 20 años;2015;165
19 Melilla;Hombres;De 18 a 20 años;2014;160
19 Melilla;Hombres;De 18 a 20 años;2013;183
19 Melilla;Hombres;De 21 a 25 años;2019;303
19 Melilla;Hombres;De 21 a 25 años;2018;310
19 Melilla;Hombres;De 21 a 25 años;2017;317
19 Melilla;Hombres;De 21 a 25 años;2016;216
19 Melilla;Hombres;De 21 a 25 años;2015;302
19 Melilla;Hombres;De 21 a 25 años;2014;277
19 Melilla;Hombres;De 21 a 25 años;2013;277
19 Melilla;Hombres;De 26 a 30 años;2019;218
19 Melilla;Hombres;De 26 a 30 años;2018;264
19 Melilla;Hombres;De 26 a 30 años;2017;258
19 Melilla;Hombres;De 26 a 30 años;2016;225
19 Melilla;Hombres;De 26 a 30 años;2015;234
19 Melilla;Hombres;De 26 a 30 años;2014;238
19 Melilla;Hombres;De 26 a 30 años;2013;233
19 Melilla;Hombres;De 31 a 35 años;2019;178
19 Melilla;Hombres;De 31 a 35 años;2018;175
19 Melilla;Hombres;De 31 a 35 años;2017;179
19 Melilla;Hombres;De 31 a 35 años;2016;154
19 Melilla;Hombres;De 31 a 35 años;2015;166
19 Melilla;Hombres;De 31 a 35 años;2014;162
19 Melilla;Hombres;De 31 a 35 años;2013;150
19 Melilla;Hombres;De 36 a 40 años;2019;136
19 Melilla;Hombres;De 36 a 40 años;2018;127
19 Melilla;Hombres;De 36 a 40 años;2017;121
19 Melilla;Hombres;De 36 a 40 años;2016;119
19 Melilla;Hombres;De 36 a 40 años;2015;109
19 Melilla;Hombres;De 36 a 40 años;2014;79
19 Melilla;Hombres;De 36 a 40 años;2013;108
19 Melilla;Hombres;De 41 a 50 años;2019;139
19 Melilla;Hombres;De 41 a 50 años;2018;134
19 Melilla;Hombres;De 41 a 50 años;2017;142
19 Melilla;Hombres;De 41 a 50 años;2016;126
19 Melilla;Hombres;De 41 a 50 años;2015;117
19 Melilla;Hombres;De 41 a 50 años;2014;113
19 Melilla;Hombres;De 41 a 50 años;2013;131
19 Melilla;Hombres;De 51 a 60 años;2019;63
19 Melilla;Hombres;De 51 a 60 años;2018;74
19 Melilla;Hombres;De 51 a 60 años;2017;56
19 Melilla;Hombres;De 51 a 60 años;2016;51
19 Melilla;Hombres;De 51 a 60 años;2015;44
19 Melilla;Hombres;De 51 a 60 años;2014;64
19 Melilla;Hombres;De 51 a 60 años;2013;50
19 Melilla;Hombres;De 61 a 70 años;2019;18
19 Melilla;Hombres;De 61 a 70 años;2018;22
19 Melilla;Hombres;De 61 a 70 años;2017;14
19 Melilla;Hombres;De 61 a 70 años;2016;16
19 Melilla;Hombres;De 61 a 70 años;2015;12
19 Melilla;Hombres;De 61 a 70 años;2014;15
19 Melilla;Hombres;De 61 a 70 años;2013;8
19 Melilla;Hombres;71 y más años;2019;3
19 Melilla;Hombres;71 y más años;2018;3
19 Melilla;Hombres;71 y más años;2017;2
19 Melilla;Hombres;71 y más años;2016;4
19 Melilla;Hombres;71 y más años;2015;3
19 Melilla;Hombres;71 y más años;2014;0
19 Melilla;Hombres;71 y más años;2013;0
19 Melilla;Mujeres;Total ;2019;220
19 Melilla;Mujeres;Total ;2018;179
19 Melilla;Mujeres;Total ;2017;176
19 Melilla;Mujeres;Total ;2016;123
19 Melilla;Mujeres;Total ;2015;128
19 Melilla;Mujeres;Total ;2014;121
19 Melilla;Mujeres;Total ;2013;108
19 Melilla;Mujeres;De 18 a 20 años;2019;30
19 Melilla;Mujeres;De 18 a 20 años;2018;16
19 Melilla;Mujeres;De 18 a 20 años;2017;18
