Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
10 Comunitat Valenciana;Total;De 51 a 60 años;2018;3.602
10 Comunitat Valenciana;Total;De 51 a 60 años;2017;3.425
10 Comunitat Valenciana;Total;De 51 a 60 años;2016;3.038
10 Comunitat Valenciana;Total;De 51 a 60 años;2015;2.212
10 Comunitat Valenciana;Total;De 51 a 60 años;2014;2.146
10 Comunitat Valenciana;Total;De 51 a 60 años;2013;2.039
10 Comunitat Valenciana;Total;De 61 a 70 años;2019;1.378
10 Comunitat Valenciana;Total;De 61 a 70 años;2018;1.247
10 Comunitat Valenciana;Total;De 61 a 70 años;2017;1.138
10 Comunitat Valenciana;Total;De 61 a 70 años;2016;977
10 Comunitat Valenciana;Total;De 61 a 70 años;2015;704
10 Comunitat Valenciana;Total;De 61 a 70 años;2014;647
10 Comunitat Valenciana;Total;De 61 a 70 años;2013;588
10 Comunitat Valenciana;Total;71 y más años;2019;420
10 Comunitat Valenciana;Total;71 y más años;2018;410
10 Comunitat Valenciana;Total;71 y más años;2017;380
10 Comunitat Valenciana;Total;71 y más años;2016;324
10 Comunitat Valenciana;Total;71 y más años;2015;195
10 Comunitat Valenciana;Total;71 y más años;2014;150
10 Comunitat Valenciana;Total;71 y más años;2013;150
10 Comunitat Valenciana;Hombres;Total ;2019;29.363
10 Comunitat Valenciana;Hombres;Total ;2018;28.973
10 Comunitat Valenciana;Hombres;Total ;2017;28.339
10 Comunitat Valenciana;Hombres;Total ;2016;26.710
10 Comunitat Valenciana;Hombres;Total ;2015;22.913
10 Comunitat Valenciana;Hombres;Total ;2014;23.305
10 Comunitat Valenciana;Hombres;Total ;2013;23.146
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2019;2.400
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2018;2.461
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2017;2.458
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2016;2.338
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2015;1.959
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2014;1.914
10 Comunitat Valenciana;Hombres;De 18 a 20 años;2013;1.904
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2019;3.937
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2018;3.988
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2017;3.887
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2016;3.697
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2015;3.233
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2014;3.425
10 Comunitat Valenciana;Hombres;De 21 a 25 años;2013;3.430
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2019;3.746
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2018;3.727
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2017;3.819
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2016;3.695
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2015;3.291
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2014;3.439
10 Comunitat Valenciana;Hombres;De 26 a 30 años;2013;3.523
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2019;4.039
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2018;3.989
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2017;3.972
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2016;3.895
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2015;3.562
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2014;3.779
10 Comunitat Valenciana;Hombres;De 31 a 35 años;2013;3.770
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2019;4.225
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2018;4.257
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2017;4.170
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2016;3.856
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2015;3.450
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2014;3.364
10 Comunitat Valenciana;Hombres;De 36 a 40 años;2013;3.306
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2019;6.615
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2018;6.357
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2017;6.092
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2016;5.742
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2015;4.746
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2014;4.825
10 Comunitat Valenciana;Hombres;De 41 a 50 años;2013;4.748
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2019;3.019
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2018;2.898
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2017;2.750
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2016;2.445
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2015;1.897
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2014;1.873
10 Comunitat Valenciana;Hombres;De 51 a 60 años;2013;1.814
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2019;1.060
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2018;981
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2017;885
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2016;772
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2015;613
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2014;562
10 Comunitat Valenciana;Hombres;De 61 a 70 años;2013;517
10 Comunitat Valenciana;Hombres;71 y más años;2019;322
10 Comunitat Valenciana;Hombres;71 y más años;2018;315
10 Comunitat Valenciana;Hombres;71 y más años;2017;306
10 Comunitat Valenciana;Hombres;71 y más años;2016;270
10 Comunitat Valenciana;Hombres;71 y más años;2015;162
10 Comunitat Valenciana;Hombres;71 y más años;2014;124
10 Comunitat Valenciana;Hombres;71 y más años;2013;134
10 Comunitat Valenciana;Mujeres;Total ;2019;8.050
10 Comunitat Valenciana;Mujeres;Total ;2018;7.878
10 Comunitat Valenciana;Mujeres;Total ;2017;7.329
10 Comunitat Valenciana;Mujeres;Total ;2016;6.673
10 Comunitat Valenciana;Mujeres;Total ;2015;4.395
10 Comunitat Valenciana;Mujeres;Total ;2014;3.839
10 Comunitat Valenciana;Mujeres;Total ;2013;3.532
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2019;747
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2018;732
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2017;749
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2016;594
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2015;410
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2014;338
10 Comunitat Valenciana;Mujeres;De 18 a 20 años;2013;300
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2019;1.090
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2018;1.146
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2017;1.065
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2016;1.006
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2015;724
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2014;630
10 Comunitat Valenciana;Mujeres;De 21 a 25 años;2013;601
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2019;1.014
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2018;1.058
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2017;993
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2016;962
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2015;679
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2014;632
10 Comunitat Valenciana;Mujeres;De 26 a 30 años;2013;598
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2019;1.137
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2018;1.136
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2017;1.072
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2016;1.045
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2015;727
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2014;633
10 Comunitat Valenciana;Mujeres;De 31 a 35 años;2013;592
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2019;1.130
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2018;1.139
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2017;1.034
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2016;910
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2015;570
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2014;525
10 Comunitat Valenciana;Mujeres;De 36 a 40 años;2013;501
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2019;1.696
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2018;1.602
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2017;1.414
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2016;1.304
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2015;846
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2014;697
10 Comunitat Valenciana;Mujeres;De 41 a 50 años;2013;628
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2019;820
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2018;704
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2017;675
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2016;593
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2015;315
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2014;273
10 Comunitat Valenciana;Mujeres;De 51 a 60 años;2013;225
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2019;318
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2018;266
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2017;253
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2016;205
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2015;91
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2014;85
10 Comunitat Valenciana;Mujeres;De 61 a 70 años;2013;71
10 Comunitat Valenciana;Mujeres;71 y más años;2019;98
10 Comunitat Valenciana;Mujeres;71 y más años;2018;95
10 Comunitat Valenciana;Mujeres;71 y más años;2017;74
10 Comunitat Valenciana;Mujeres;71 y más años;2016;54
10 Comunitat Valenciana;Mujeres;71 y más años;2015;33
10 Comunitat Valenciana;Mujeres;71 y más años;2014;26
10 Comunitat Valenciana;Mujeres;71 y más años;2013;16
11 Extremadura;Total;Total ;2019;5.073
11 Extremadura;Total;Total ;2018;5.381
11 Extremadura;Total;Total ;2017;5.502
11 Extremadura;Total;Total ;2016;5.769
11 Extremadura;Total;Total ;2015;5.076
11 Extremadura;Total;Total ;2014;4.910
11 Extremadura;Total;Total ;2013;4.806
11 Extremadura;Total;De 18 a 20 años;2019;368
11 Extremadura;Total;De 18 a 20 años;2018;434
11 Extremadura;Total;De 18 a 20 años;2017;465
11 Extremadura;Total;De 18 a 20 años;2016;498
11 Extremadura;Total;De 18 a 20 años;2015;469
11 Extremadura;Total;De 18 a 20 años;2014;459
11 Extremadura;Total;De 18 a 20 años;2013;424
11 Extremadura;Total;De 21 a 25 años;2019;676
11 Extremadura;Total;De 21 a 25 años;2018;735
11 Extremadura;Total;De 21 a 25 años;2017;779
11 Extremadura;Total;De 21 a 25 años;2016;808
11 Extremadura;Total;De 21 a 25 años;2015;791
11 Extremadura;Total;De 21 a 25 años;2014;773
11 Extremadura;Total;De 21 a 25 años;2013;752
11 Extremadura;Total;De 26 a 30 años;2019;644
11 Extremadura;Total;De 26 a 30 años;2018;711
11 Extremadura;Total;De 26 a 30 años;2017;742
11 Extremadura;Total;De 26 a 30 años;2016;801
11 Extremadura;Total;De 26 a 30 años;2015;730
11 Extremadura;Total;De 26 a 30 años;2014;698
11 Extremadura;Total;De 26 a 30 años;2013;685
11 Extremadura;Total;De 31 a 35 años;2019;639
11 Extremadura;Total;De 31 a 35 años;2018;664
11 Extremadura;Total;De 31 a 35 años;2017;682
11 Extremadura;Total;De 31 a 35 años;2016;759
11 Extremadura;Total;De 31 a 35 años;2015;657
11 Extremadura;Total;De 31 a 35 años;2014;669
11 Extremadura;Total;De 31 a 35 años;2013;663
11 Extremadura;Total;De 36 a 40 años;2019;635
11 Extremadura;Total;De 36 a 40 años;2018;703
11 Extremadura;Total;De 36 a 40 años;2017;726
11 Extremadura;Total;De 36 a 40 años;2016;742
11 Extremadura;Total;De 36 a 40 años;2015;661
11 Extremadura;Total;De 36 a 40 años;2014;644
11 Extremadura;Total;De 36 a 40 años;2013;641
11 Extremadura;Total;De 41 a 50 años;2019;1.108
11 Extremadura;Total;De 41 a 50 años;2018;1.181
11 Extremadura;Total;De 41 a 50 años;2017;1.170
11 Extremadura;Total;De 41 a 50 años;2016;1.257
11 Extremadura;Total;De 41 a 50 años;2015;1.029
11 Extremadura;Total;De 41 a 50 años;2014;1.035
11 Extremadura;Total;De 41 a 50 años;2013;1.033
11 Extremadura;Total;De 51 a 60 años;2019;675
11 Extremadura;Total;De 51 a 60 años;2018;657
11 Extremadura;Total;De 51 a 60 años;2017;654
11 Extremadura;Total;De 51 a 60 años;2016;621
11 Extremadura;Total;De 51 a 60 años;2015;522
11 Extremadura;Total;De 51 a 60 años;2014;483
11 Extremadura;Total;De 51 a 60 años;2013;441
11 Extremadura;Total;De 61 a 70 años;2019;260
11 Extremadura;Total;De 61 a 70 años;2018;235
11 Extremadura;Total;De 61 a 70 años;2017;231
11 Extremadura;Total;De 61 a 70 años;2016;215
11 Extremadura;Total;De 61 a 70 años;2015;171
11 Extremadura;Total;De 61 a 70 años;2014;117
11 Extremadura;Total;De 61 a 70 años;2013;137
11 Extremadura;Total;71 y más años;2019;68
11 Extremadura;Total;71 y más años;2018;61
11 Extremadura;Total;71 y más años;2017;53
11 Extremadura;Total;71 y más años;2016;68
11 Extremadura;Total;71 y más años;2015;46
11 Extremadura;Total;71 y más años;2014;32
11 Extremadura;Total;71 y más años;2013;30
11 Extremadura;Hombres;Total ;2019;4.095
11 Extremadura;Hombres;Total ;2018;4.387
11 Extremadura;Hombres;Total ;2017;4.456
11 Extremadura;Hombres;Total ;2016;4.669
11 Extremadura;Hombres;Total ;2015;4.384
11 Extremadura;Hombres;Total ;2014;4.323
11 Extremadura;Hombres;Total ;2013;4.322
11 Extremadura;Hombres;De 18 a 20 años;2019;276
11 Extremadura;Hombres;De 18 a 20 años;2018;344
11 Extremadura;Hombres;De 18 a 20 años;2017;362
11 Extremadura;Hombres;De 18 a 20 años;2016;384
11 Extremadura;Hombres;De 18 a 20 años;2015;408
11 Extremadura;Hombres;De 18 a 20 años;2014;408
11 Extremadura;Hombres;De 18 a 20 años;2013;373
11 Extremadura;Hombres;De 21 a 25 años;2019;542
11 Extremadura;Hombres;De 21 a 25 años;2018;582
11 Extremadura;Hombres;De 21 a 25 años;2017;641
11 Extremadura;Hombres;De 21 a 25 años;2016;640
11 Extremadura;Hombres;De 21 a 25 años;2015;690
11 Extremadura;Hombres;De 21 a 25 años;2014;658
11 Extremadura;Hombres;De 21 a 25 años;2013;677
11 Extremadura;Hombres;De 26 a 30 años;2019;501
11 Extremadura;Hombres;De 26 a 30 años;2018;555
11 Extremadura;Hombres;De 26 a 30 años;2017;598
11 Extremadura;Hombres;De 26 a 30 años;2016;644
11 Extremadura;Hombres;De 26 a 30 años;2015;632
11 Extremadura;Hombres;De 26 a 30 años;2014;604
11 Extremadura;Hombres;De 26 a 30 años;2013;602
11 Extremadura;Hombres;De 31 a 35 años;2019;530
11 Extremadura;Hombres;De 31 a 35 años;2018;543
11 Extremadura;Hombres;De 31 a 35 años;2017;536
11 Extremadura;Hombres;De 31 a 35 años;2016;607
11 Extremadura;Hombres;De 31 a 35 años;2015;567
11 Extremadura;Hombres;De 31 a 35 años;2014;587
11 Extremadura;Hombres;De 31 a 35 años;2013;590
11 Extremadura;Hombres;De 36 a 40 años;2019;521
11 Extremadura;Hombres;De 36 a 40 años;2018;580
11 Extremadura;Hombres;De 36 a 40 años;2017;583
11 Extremadura;Hombres;De 36 a 40 años;2016;601
11 Extremadura;Hombres;De 36 a 40 años;2015;564
11 Extremadura;Hombres;De 36 a 40 años;2014;563
11 Extremadura;Hombres;De 36 a 40 años;2013;578
11 Extremadura;Hombres;De 41 a 50 años;2019;912
11 Extremadura;Hombres;De 41 a 50 años;2018;997
11 Extremadura;Hombres;De 41 a 50 años;2017;983
11 Extremadura;Hombres;De 41 a 50 años;2016;1.051
11 Extremadura;Hombres;De 41 a 50 años;2015;885
11 Extremadura;Hombres;De 41 a 50 años;2014;929
11 Extremadura;Hombres;De 41 a 50 años;2013;935
11 Extremadura;Hombres;De 51 a 60 años;2019;546
11 Extremadura;Hombres;De 51 a 60 años;2018;541
11 Extremadura;Hombres;De 51 a 60 años;2017;528
11 Extremadura;Hombres;De 51 a 60 años;2016;514
11 Extremadura;Hombres;De 51 a 60 años;2015;450
11 Extremadura;Hombres;De 51 a 60 años;2014;437
11 Extremadura;Hombres;De 51 a 60 años;2013;412
11 Extremadura;Hombres;De 61 a 70 años;2019;212
11 Extremadura;Hombres;De 61 a 70 años;2018;192
11 Extremadura;Hombres;De 61 a 70 años;2017;185
11 Extremadura;Hombres;De 61 a 70 años;2016;171
11 Extremadura;Hombres;De 61 a 70 años;2015;145
11 Extremadura;Hombres;De 61 a 70 años;2014;108
11 Extremadura;Hombres;De 61 a 70 años;2013;127
11 Extremadura;Hombres;71 y más años;2019;55
11 Extremadura;Hombres;71 y más años;2018;53
11 Extremadura;Hombres;71 y más años;2017;40
11 Extremadura;Hombres;71 y más años;2016;57
11 Extremadura;Hombres;71 y más años;2015;43
11 Extremadura;Hombres;71 y más años;2014;29
11 Extremadura;Hombres;71 y más años;2013;28
11 Extremadura;Mujeres;Total ;2019;978
11 Extremadura;Mujeres;Total ;2018;994
11 Extremadura;Mujeres;Total ;2017;1.046
11 Extremadura;Mujeres;Total ;2016;1.100
11 Extremadura;Mujeres;Total ;2015;692
11 Extremadura;Mujeres;Total ;2014;587
11 Extremadura;Mujeres;Total ;2013;484
11 Extremadura;Mujeres;De 18 a 20 años;2019;92
11 Extremadura;Mujeres;De 18 a 20 años;2018;90
11 Extremadura;Mujeres;De 18 a 20 años;2017;103
11 Extremadura;Mujeres;De 18 a 20 años;2016;114
11 Extremadura;Mujeres;De 18 a 20 años;2015;61
11 Extremadura;Mujeres;De 18 a 20 años;2014;51
11 Extremadura;Mujeres;De 18 a 20 años;2013;51
11 Extremadura;Mujeres;De 21 a 25 años;2019;134
11 Extremadura;Mujeres;De 21 a 25 años;2018;153
11 Extremadura;Mujeres;De 21 a 25 años;2017;138
11 Extremadura;Mujeres;De 21 a 25 años;2016;168
11 Extremadura;Mujeres;De 21 a 25 años;2015;101
11 Extremadura;Mujeres;De 21 a 25 años;2014;115
11 Extremadura;Mujeres;De 21 a 25 años;2013;75
11 Extremadura;Mujeres;De 26 a 30 años;2019;143
11 Extremadura;Mujeres;De 26 a 30 años;2018;156
11 Extremadura;Mujeres;De 26 a 30 años;2017;144
11 Extremadura;Mujeres;De 26 a 30 años;2016;157
11 Extremadura;Mujeres;De 26 a 30 años;2015;98
11 Extremadura;Mujeres;De 26 a 30 años;2014;94
11 Extremadura;Mujeres;De 26 a 30 años;2013;83
11 Extremadura;Mujeres;De 31 a 35 años;2019;109
11 Extremadura;Mujeres;De 31 a 35 años;2018;121
11 Extremadura;Mujeres;De 31 a 35 años;2017;146
11 Extremadura;Mujeres;De 31 a 35 años;2016;152
11 Extremadura;Mujeres;De 31 a 35 años;2015;90
11 Extremadura;Mujeres;De 31 a 35 años;2014;82
11 Extremadura;Mujeres;De 31 a 35 años;2013;73
11 Extremadura;Mujeres;De 36 a 40 años;2019;114
11 Extremadura;Mujeres;De 36 a 40 años;2018;123
11 Extremadura;Mujeres;De 36 a 40 años;2017;143
11 Extremadura;Mujeres;De 36 a 40 años;2016;141
11 Extremadura;Mujeres;De 36 a 40 años;2015;97
11 Extremadura;Mujeres;De 36 a 40 años;2014;81
11 Extremadura;Mujeres;De 36 a 40 años;2013;63
11 Extremadura;Mujeres;De 41 a 50 años;2019;196
11 Extremadura;Mujeres;De 41 a 50 años;2018;184
11 Extremadura;Mujeres;De 41 a 50 años;2017;187
11 Extremadura;Mujeres;De 41 a 50 años;2016;206
11 Extremadura;Mujeres;De 41 a 50 años;2015;144
11 Extremadura;Mujeres;De 41 a 50 años;2014;106
11 Extremadura;Mujeres;De 41 a 50 años;2013;98
11 Extremadura;Mujeres;De 51 a 60 años;2019;129
11 Extremadura;Mujeres;De 51 a 60 años;2018;116
11 Extremadura;Mujeres;De 51 a 60 años;2017;126
11 Extremadura;Mujeres;De 51 a 60 años;2016;107
11 Extremadura;Mujeres;De 51 a 60 años;2015;72
11 Extremadura;Mujeres;De 51 a 60 años;2014;46
11 Extremadura;Mujeres;De 51 a 60 años;2013;29
11 Extremadura;Mujeres;De 61 a 70 años;2019;48
11 Extremadura;Mujeres;De 61 a 70 años;2018;43
11 Extremadura;Mujeres;De 61 a 70 años;2017;46
11 Extremadura;Mujeres;De 61 a 70 años;2016;44
11 Extremadura;Mujeres;De 61 a 70 años;2015;26
11 Extremadura;Mujeres;De 61 a 70 años;2014;9
11 Extremadura;Mujeres;De 61 a 70 años;2013;10
11 Extremadura;Mujeres;71 y más años;2019;13
11 Extremadura;Mujeres;71 y más años;2018;8
11 Extremadura;Mujeres;71 y más años;2017;13
11 Extremadura;Mujeres;71 y más años;2016;11
11 Extremadura;Mujeres;71 y más años;2015;3
11 Extremadura;Mujeres;71 y más años;2014;3
11 Extremadura;Mujeres;71 y más años;2013;2
12 Galicia;Total;Total ;2019;13.748
12 Galicia;Total;Total ;2018;12.295
12 Galicia;Total;Total ;2017;14.121
12 Galicia;Total;Total ;2016;13.581
12 Galicia;Total;Total ;2015;12.150
12 Galicia;Total;Total ;2014;11.946
12 Galicia;Total;Total ;2013;11.883
12 Galicia;Total;De 18 a 20 años;2019;909
12 Galicia;Total;De 18 a 20 años;2018;756
12 Galicia;Total;De 18 a 20 años;2017;1.018
12 Galicia;Total;De 18 a 20 años;2016;954
12 Galicia;Total;De 18 a 20 años;2015;838
12 Galicia;Total;De 18 a 20 años;2014;789
12 Galicia;Total;De 18 a 20 años;2013;801
12 Galicia;Total;De 21 a 25 años;2019;1.555
12 Galicia;Total;De 21 a 25 años;2018;1.388
12 Galicia;Total;De 21 a 25 años;2017;1.801
12 Galicia;Total;De 21 a 25 años;2016;1.810
12 Galicia;Total;De 21 a 25 años;2015;1.548
12 Galicia;Total;De 21 a 25 años;2014;1.605
12 Galicia;Total;De 21 a 25 años;2013;1.636
12 Galicia;Total;De 26 a 30 años;2019;1.581
12 Galicia;Total;De 26 a 30 años;2018;1.430
12 Galicia;Total;De 26 a 30 años;2017;1.716
12 Galicia;Total;De 26 a 30 años;2016;1.788
12 Galicia;Total;De 26 a 30 años;2015;1.676
12 Galicia;Total;De 26 a 30 años;2014;1.652
12 Galicia;Total;De 26 a 30 años;2013;1.667
12 Galicia;Total;De 31 a 35 años;2019;1.752
12 Galicia;Total;De 31 a 35 años;2018;1.712
12 Galicia;Total;De 31 a 35 años;2017;1.860
12 Galicia;Total;De 31 a 35 años;2016;1.851
12 Galicia;Total;De 31 a 35 años;2015;1.715
12 Galicia;Total;De 31 a 35 años;2014;1.714
12 Galicia;Total;De 31 a 35 años;2013;1.648
12 Galicia;Total;De 36 a 40 años;2019;1.822
12 Galicia;Total;De 36 a 40 años;2018;1.648
12 Galicia;Total;De 36 a 40 años;2017;1.897
12 Galicia;Total;De 36 a 40 años;2016;1.891
12 Galicia;Total;De 36 a 40 años;2015;1.690
12 Galicia;Total;De 36 a 40 años;2014;1.666
12 Galicia;Total;De 36 a 40 años;2013;1.654
12 Galicia;Total;De 41 a 50 años;2019;3.205
12 Galicia;Total;De 41 a 50 años;2018;2.853
12 Galicia;Total;De 41 a 50 años;2017;3.118
12 Galicia;Total;De 41 a 50 años;2016;2.906
12 Galicia;Total;De 41 a 50 años;2015;2.664
12 Galicia;Total;De 41 a 50 años;2014;2.551
12 Galicia;Total;De 41 a 50 años;2013;2.605
12 Galicia;Total;De 51 a 60 años;2019;1.840
12 Galicia;Total;De 51 a 60 años;2018;1.575
12 Galicia;Total;De 51 a 60 años;2017;1.725
12 Galicia;Total;De 51 a 60 años;2016;1.543
12 Galicia;Total;De 51 a 60 años;2015;1.381
12 Galicia;Total;De 51 a 60 años;2014;1.351
12 Galicia;Total;De 51 a 60 años;2013;1.302
12 Galicia;Total;De 61 a 70 años;2019;769
12 Galicia;Total;De 61 a 70 años;2018;686
12 Galicia;Total;De 61 a 70 años;2017;739
12 Galicia;Total;De 61 a 70 años;2016;631
12 Galicia;Total;De 61 a 70 años;2015;487
12 Galicia;Total;De 61 a 70 años;2014;469
12 Galicia;Total;De 61 a 70 años;2013;438
12 Galicia;Total;71 y más años;2019;315
12 Galicia;Total;71 y más años;2018;247
12 Galicia;Total;71 y más años;2017;247
12 Galicia;Total;71 y más años;2016;207
12 Galicia;Total;71 y más años;2015;151
12 Galicia;Total;71 y más años;2014;149
12 Galicia;Total;71 y más años;2013;132
12 Galicia;Hombres;Total ;2019;11.100
12 Galicia;Hombres;Total ;2018;10.127
12 Galicia;Hombres;Total ;2017;11.610
12 Galicia;Hombres;Total ;2016;11.337
12 Galicia;Hombres;Total ;2015;10.622
12 Galicia;Hombres;Total ;2014;10.595
12 Galicia;Hombres;Total ;2013;10.695
12 Galicia;Hombres;De 18 a 20 años;2019;692
12 Galicia;Hombres;De 18 a 20 años;2018;590
12 Galicia;Hombres;De 18 a 20 años;2017;794
12 Galicia;Hombres;De 18 a 20 años;2016;766
12 Galicia;Hombres;De 18 a 20 años;2015;736
12 Galicia;Hombres;De 18 a 20 años;2014;691
12 Galicia;Hombres;De 18 a 20 años;2013;715
12 Galicia;Hombres;De 21 a 25 años;2019;1.221
12 Galicia;Hombres;De 21 a 25 años;2018;1.136
12 Galicia;Hombres;De 21 a 25 años;2017;1.455
12 Galicia;Hombres;De 21 a 25 años;2016;1.471
12 Galicia;Hombres;De 21 a 25 años;2015;1.348
12 Galicia;Hombres;De 21 a 25 años;2014;1.416
12 Galicia;Hombres;De 21 a 25 años;2013;1.438
12 Galicia;Hombres;De 26 a 30 años;2019;1.261
12 Galicia;Hombres;De 26 a 30 años;2018;1.170
12 Galicia;Hombres;De 26 a 30 años;2017;1.381
12 Galicia;Hombres;De 26 a 30 años;2016;1.506
12 Galicia;Hombres;De 26 a 30 años;2015;1.432
12 Galicia;Hombres;De 26 a 30 años;2014;1.443
12 Galicia;Hombres;De 26 a 30 años;2013;1.467
12 Galicia;Hombres;De 31 a 35 años;2019;1.413
12 Galicia;Hombres;De 31 a 35 años;2018;1.404
12 Galicia;Hombres;De 31 a 35 años;2017;1.552
12 Galicia;Hombres;De 31 a 35 años;2016;1.515
12 Galicia;Hombres;De 31 a 35 años;2015;1.463
12 Galicia;Hombres;De 31 a 35 años;2014;1.466
12 Galicia;Hombres;De 31 a 35 años;2013;1.476
12 Galicia;Hombres;De 36 a 40 años;2019;1.469
12 Galicia;Hombres;De 36 a 40 años;2018;1.342
12 Galicia;Hombres;De 36 a 40 años;2017;1.580
12 Galicia;Hombres;De 36 a 40 años;2016;1.602
12 Galicia;Hombres;De 36 a 40 años;2015;1.471
12 Galicia;Hombres;De 36 a 40 años;2014;1.482
12 Galicia;Hombres;De 36 a 40 años;2013;1.492
12 Galicia;Hombres;De 41 a 50 años;2019;2.605
12 Galicia;Hombres;De 41 a 50 años;2018;2.373
